,书名,豆瓣链接,评分,评分人数,作者国籍,作者,出版社,原作名,译者,出版日期,页数,价格,装帧,丛书,ISBN,内容简介,作者简介
23,尼罗河上的惨案,https://book.douban.com/subject/1329959/,8.7,4508, ,(英)阿加莎·克里斯蒂著、宫英海译,贵州人民出版社,Death on the Nile,宫英海,1998-10,356,23.50,平装,阿加莎·克里斯蒂作品全集,9787221044617,百万富翁的女继承人林内特死了，死在尼罗河上那条她度蜜月的卡纳克游轮上。她的头部中了一枪，而且是致命的一枪，桌上那条价值五万英镑的项链也不翼而飞了…… 正在船上渡假的比利时大侦探赫尔克里·波洛先生自然成为调查凶手的最佳人选，他的临时助手——一位为了一名有五条人命在身的杀人犯而头疼的波洛的老相识雷斯上校递过一张船上游客的名单，上面写着： 01.赛蒙·多伊尔：林内特的丈夫。 02.杰奎琳·德·贝尔福特：林内特以前的好友，赛蒙·多伊尔以前的未婚妻。 03.路易丝·布尔热：林内特的女仆。 04.萨洛美·奥特勃恩太太：色情小说女作家。 05.范·斯库勒太太：美国老小姐。 06.安德鲁·彭宁顿：林内特的美国律师。 07.罗莎莉·奥特勃恩：萨洛美·奥特勃恩太太的女儿。 08.弗格森：英国一个不修边幅的共产主义者。 09.鲍尔斯：范·斯库勒太太的护士。 10.路德维希·贝斯纳：德国医生。 11.蒂姆·阿勒顿：林内特好友乔安娜·索思全德的表弟。 12.阿勒顿太太：蒂姆·阿勒顿的母亲，寡妇。 13.圭多·里格蒂：一个意大利的考古学家。 14.吉姆·范索普：英国一家律师事务所的职员。 15.科尼莉亚·罗布森：范·斯库勒太太的表妹，她的穷亲戚。 并且叙述了案发当晚其它的情况：卡纳克号又一次停在阿布·西姆贝尔的第二天的晚上，观景舱里只剩下多伊尔先生、范索普先生、贝尔福特还有科尼莉亚。刚才还在跟科尼莉亚聊天的贝尔福特忽然向她以前的未婚夫现在林内特的丈夫多伊尔质问起来，她越说越激动，忽然她用枪向多伊尔打去，多伊尔应声捂着脚倒了下去，贝尔福特有些后悔了，她把枪丢到椅子下面，神质不清的责备起自已来。站在旁边的科尼莉亚跑去叫鲍尔斯护士，范索普在多伊尔先生的要求下扶着贝尔福德回了房间…… 波洛先生经过周密的调查，找到了如下的证据： 01.死者房间的墙上写的字母“J”。（它和杰奎琳·德·贝尔福特的首字母相同） 02.从河里捞出的女人用的2.2毫米的手枪。后来被证实这就是打伤多伊尔和打死林内特的那把枪。 03.从河里捞出的和枪包在一起的有淡淡粉红色的粗布手帕。 04.从河里捞出的用来包枪的范·斯库勒太太的披肩。披肩上有一块被手枪击穿的洞。 05.从死者房间找到的装有红墨水的指甲油瓶。 06.有人看见奥特勃恩太太那天晚上案发时曾往海里扔东西。 波洛正在为这些事烦恼的时候，林内特的女仆路易丝·布尔热被人杀死在她的房间中，她的手里握着一张一千法郎的一角，显然她发现了那个凶手，并向他进行了敲诈，但却被杀死。致她于死命的凶器却是贝斯纳先生的手术刀……值得庆幸的是，这件凶杀案有一位目击证人，她就是奥特勃恩太太，可是当她正要说出那个凶手时，一颗子弹却射中了她…… 最有杀人动机的是贝尔福德小姐，可是那天晚上鲍尔斯小姐整晚守着她，她有不在现场的证明！如果说是多伊尔先生为了继承林内特的家产而杀死她，可是那天晚上他的脚被枪击中，这点也得到了德国医生贝斯纳先生的确诊！还有可能做案的就是林内特的律师彭宁顿，因为面对精明的林内特小姐，他知道他财务上的问题是瞒不住的！那个考古学家里格蒂也不是没有可能，他因为林内特无意中看了他的信而耿耿于怀！对林内特专横的脾气颇有微词的费格森当然也不能排除在外的！还有就是波洛调查出卡纳克号上的水手弗利特伍德因被林内特发现以前曾结过婚，而让她的女仆——一个他非常爱的人和他分手了，会是他吗？但是，最最重要的就是因为那条丢失的价植五万英镑的项链而使全船的人都不能逃脱被怀疑的命运……,阿加莎·克里斯蒂被誉为举世公认的侦探推理小说女王。她的著作英文版销售量逾10亿册，而且还被译成百余种文字，销售量亦逾10亿册。她一生创作了80侦深小说和短篇故事集，19部剧本，以及6部以玛丽·维斯特麦考特的笔名出版的小说。著作数量之丰仅次于莎士比亚。 阿加莎·克里斯的第一部小说《斯泰尔斯庄园奇案》写于第一次世界大战末，战时她担任志愿救护队员。在这部小说中她塑造了一个可爱的小个子比利时侦探赫尔克里·波洛，成为继福尔摩斯之后侦探小说中最爱读者欢迎的侦探形象。1926年，阿加莎·克里斯蒂写出了自己的成名作《罗杰疑案》（又译作《罗杰·艾克罗伊德谋杀案》）。1952年她最著名的剧本《捕鼠器》被搬上舞台，此后连续上演，时间之长久，创下了世界戏剧史上空前的纪录。 1971年，阿加莎·克里斯蒂获得英国女王册封的女爵士封号。1975年，英格丽·褒曼凭借根据阿加莎同名小说《东方快车谋杀案》改编的影片获得了第三座奥斯卡奖杯。阿加莎数以亿计的仰慕者中不乏显赫的人物，其中包括女王伊丽莎白二世和法国总统戴高乐。 1976年，她以85岁高龄永别了热爱她的人们。
24,时间的玫瑰,https://book.douban.com/subject/1401795/,8.6,3920, ,北岛,中国文史出版社, , ,2005-8,322,33.00,平装, ,9787503416637,作者北岛用“诗歌传记”的表现手法，向我们娓娓道来20世纪最为辉煌的诗歌时代——“黄金时代”的代表人物，其中包括洛尔加、曼德尔施塔姆、里尔克、特拉克尔、策兰、帕斯捷尔纳克、特朗斯特罗默、艾基、狄兰·托马斯。这些诗人也是北岛最喜欢和热爱的。用平等、理性的眼光，雕琢20世纪的“黄金时代”。一种完全出自个人思想，又完全超越个人思想范畴，面对诗歌与历史的理性思想。 在手法上，作者把诗、诗歌和时代有力地融合在一起，同时也谈到人的文论创作，在整个过程中，北岛再现了诗人的生平、时代。“我采用的是一种复杂的文体，很难归类，依我看，这和现代诗歌的复杂性，和个人代和作品，也分析了外诗中译面对的困局和荒诞，迫使读者直视文化穿越的可能和不可能与时代、经验与形式、苦难与想象间的复杂性有关。”,北岛，原名赵振开，祖籍浙江湖州，生于北京。969年当建筑工人，后在某公司工作。80年代末移居国外。 北岛的诗歌创作开始于十年动乱后期，反映了从迷惘到觉醒的一代青年的心声， 十年动乱的荒诞现实，造成了诗人独特的冷抒情”的方式――出奇的冷静和深刻的思辨性。他在冷静的观察中， 发现了“那从蝇眼中分裂的世界”如何造成人的价值的全面崩溃、人性的扭曲和异化。他想“通过作品建立一个自己的世界，这是一个真诚而独特的世界，正直的世界，正义和人性的世界。” 在这个世界中，北岛建立了自己的“理性法庭”，以理性和人性为准绳，重新确定人的价值，恢复人的本性； 悼念烈士，审判刽子手；嘲讽怪异和异化的世界，反思历史和现实；呼唤人性的富 贵，寻找“生命的湖”和红帆船”。清醒的思辨与直觉思维产生的隐喻、象征意象相结合，是北岛诗显著的艺术特征，具有高度概括力的悖论式警句，造成了北岛诗独有的振聋发聩的艺术力量。著有诗集《太阳城札记》、 《北岛诗选》、《北岛顾城 诗选》等。
25,品三国（下）,https://book.douban.com/subject/2042907/,7.8,10674, ,易中天,上海文艺出版社, , ,2007-3,274,25.00,平装,品三国,9787532131624,下部的内容是讲赤壁之战以后，魏蜀吴三大集团虽然还有打打杀杀，但已经无法吃掉任何一个集团，然后三个集团各自发展，各自称帝，形成中国历史上的三国鼎立的形势。接下来又讲曹操、刘备、孙权、诸葛亮晚年性格的矛盾，和魏蜀吴三国必然灭亡归于晋的历史进程。,易中天，1947年生，湖南长沙人，1981年毕业于武汉大学，获文学硕士学位并留校任教，现任厦门大学人文学院教授，长期从事文学、艺术、美学、心理学、人类学、历史学等多学科和跨学科研究，著有《〈文心雕龙〉美学思想论稿》、《艺术人类学》、《黄与蓝的交响——中西美学比较论》（与邓晓芒合作）等著作。近年撰写出版了“易中天随笔体学术著作·中国文化系列”四种：《闲话中国人》、《中国的男人和女人》、《读城记》和《品人录》。
26,我是鸡汤,https://book.douban.com/subject/1324985/,8.1,2943, ,连岳,华东师范大学出版社, , ,2003-12-1,187,16.80,平装, ,9787561735596,《我是鸡汤》这本书是《南方周末》专栏“我是鸡汤”的结集，也包括作者在《外滩画报》、《希望》等报刊类似专栏的文章。75篇对话就是75次相遇，内容涉及爱情、婚姻、性、工作、时尚、读书、英语、忠诚、郁闷、孤独、年轻人生活的方方面面，一个女孩怯怯地问：“很想和你聊聊，最近过得特郁闷，为了感情的事……”连岳是解题高手，接招拆招，煞是好看。对话展现了连岳的幽默与机智，恣意横飞的想象力，宽泛得让人咋舌的知识面，但更多的是诚实、干净、自由、不愤世、不媚俗，直指人性中美好的东西。,
27,路德維希革命1,https://book.douban.com/subject/1351652/,8.5,4333, ,由貴香織里,東立, ,江荷偲,2005-7-11, ,新台币90,平裝,路德維希革命,9789861171692,容貌秀麗、頭腦清晰、桀傲不遜、超喜歡女人的路德維希王子，在侍者威廉的陪伴下，展開他尋找理想女性的流浪之旅……將大家都耳熟能詳的童話，改編成華麗的黑色幽默諷刺詩篇，這就是色彩絢爛、充滿由貴個人風格的傑作！,作者：由贵香织里 生日：12月18日 出生地点：日本东京市 血型：B 星座：射手座 性格特点：易冷易热的女人，毫无记忆和毅力 处女作：1987年的《夏服的绘理依》 很早就开始学习漫画的由贵香织里，其第一年的习作是《吸血鬼之恋》。得到漫画挑战赛准入选奖的《爱情追缉令》是她在刊载处女作前的最后一部习作，曾被由贵笑称为不可能会得奖的作品。1987年，由贵的处女作《夏服的绘理依》在《别册花与梦》秋之号上刊载，受到读者的欢迎，从此，由贵就一发不可收拾——《残酷的童话》、《沙砾王国》、《戒音》、《毒伯爵该隐》、《天使禁猎区》，部部佳作接连推出，不仅强力震撼了众多读者，也在世纪末的日本漫坛刻下了“由贵香织里”的大名 出道前作品：《When A Heart Beats》 1987年 《夏服的绘理依》 1987年 《恶魔一族》 1988年 《橘色限时炸弹》 1989年 《Tokyo Top》 1990年 《洛杉矶的惊险之旅》 1990年 《时间停止的少年》 1991年 《Double》 1992年 《回应石》 1992——1993年 《螺子》 1993年 《砂砾王国》 1991——1994年《毒伯爵该隐》、《情伤茱丽叶》、《谁杀了知更鸟》、《卡夫卡》、《赤羊之刻印》 1994——2000年 《天使禁猎区》 1996年 《戒音》 1998年 《少年残像》 2000年底 《路易革命之白雪姬》 2001年2月 《路易革命之荆棘公主》 2001年4月 《螺子》 2001年5月始 《毒伯爵该隐》连载又开!《God Child》系列 2003年 《夜行爱人专门店 》11月《 GOD CHILD》结载
28,佐藤可士和的超整理术,https://book.douban.com/subject/3682204/,7.6,9196,日,佐藤可士和,江苏美术出版社, ,常纯敏,2009-6,208,38.00,平装, ,9787534427909,书中佐藤可士和以自己的知名设计案为例，将“超级整理术”分为三大阶段，从有形到无形分别是：空间整理、信息整理以及思考整理。从随身物品、办公环境开始，透过对于空间整理的习惯，养成对于思考整理的敏锐，只要按部就班，时时刻刻磨练整理技巧，便能促使思绪清晰、提高判断能力、开启灵感之门，大幅提升工作效率与精致度！,"佐藤可士和（Kashiwa Sato），艺术指导，创意指导。1965年生于东京。1989年毕业于多摩艺术大学，毕业后进入日本知名广告公司“博报堂”。2000年成立设计工作室""SAMURAI""。 佐藤可士和为日本当今广告业界与设计业界的风云人物，作品包罗万象，跨足广告平面设计、产品设计、空间设计，被誉为“能够带动销售的设计魔术师”，其简单、创新并富有视觉震撼力的作品，一再为品牌形象及商品营销提出新的可能。具代表性的作品包括：SMAP的宣传活动、麒麟极生的商品开发乃至广告活动、TSUTAYA TOKYO ROPPONGI的VI和空间指导、FAST RETAILING、乐天集团、明治学院大学的品牌形象、NHK教育台“游戏学英语”的艺术指导、NTT DoCoMo“FOMA N703iD”的产品设计、UNIQLO纽约旗舰店的创意指导、东京国立新美术馆的VI和标志计划等等，创新的观点以及整体的创意深获各界高度评价。 曾获东京ADC大赏、东京TDC金赏、每日设计赏、朝日广告赏、龟仓雄策赏、JAGDA新人赏、日本包装设计金赏等多个奖项；是东京ADC、东京TDC、JAGDA会员。"
29,红楼梦,https://book.douban.com/subject/1213945/,9.6,11355, ,曹雪芹 / 高鹗,岳麓书社, , ,1999-11-1,889,18.50,平装,古典名著普及文库,9787805200323,《红楼梦》是一部中国末期封建社会的百科全书。小说以上层贵族社会为中心图画，真实、生动地描写了十八世纪上半叶中国末期封建社会的全部生活，是这段历史生活的一面镜子和缩影，是中国古老封建社会已经无可挽回地走向崩溃的真实写照。《红楼梦》之所以成为“中国小说文学难以征服的顶峰”，不仅仅是因为它具有很高的思想价值，还在于它非凡的艺术成就。全书规模宏伟，结构严谨，人物生动，语言优美。此外还有一些明显的艺术特点值得后人品味、鉴赏。《红楼梦》一书，通过对“贾、史、王、薛”四大家族荣衰的描写，展示了广阔的社会生活视野，森罗万象，囊括了多姿多彩的世俗人情。人称《红楼梦》内蕴着一个时代的历史容量，是封建末世的百科全书。,"曹雪芹,（？-1763，一作1764）清小说家。名霑，字梦阮，号雪芹、芹圃、芹溪。为满洲正白旗“包衣”人。自曾祖起，三代任江宁织造，其祖曹寅尤为康熙帝所信用。雍正初年，在统计阶级内部政治斗争牵连下，雪芹家受到重大打击，其父免职，产业被抄，遂随家迁居北京。他早年经历了一段封建大官僚地主家庭的繁华生活，后因家道衰落，趋于艰困。晚期居北京西郊，贫病而卒，年未及五十。性情高傲，嗜酒健谈。具有深厚的文化修养和卓越的艺术才能。他生活在我国已有资本主义生产萌芽的封建末世，在其后期又有机会接触到下层人民，因而对当时社会阶级斗争和思想斗争有较具体的感受，看到了统治阶级的腐朽凶残和内部的分崩离析。曾以十年时间，从事《石头记》（即《红楼梦》）的创作。书中通过一个贵族官僚大家庭的盛衰历史的描写，塑造了许多典型人物形象，对当时社会的黑暗腐败，进行了深刻的解剖和批判，并热情地歌颂了具有异端思想的男女青年，成为我国古典小说中伟大的现实主义作品。但其中也反映了作者为封建制度“补天”的幻想和找不到出路的悲观情绪。据称先后曾增删五次，但未成全书而卒；今流行本一百二十回，后四十回一般认为是高鹗所续。也能诗，又善画石，但作品流传绝少。"
30,我的阴阳两界·革命时期的爱情,https://book.douban.com/subject/1764991/,8.9,5468, ,王小波,北方文艺出版社, , ,2006-3,218,18.80,平装,王小波作品选集,9787531719236,这本书包括《我的阴阳两界》和《革命时期的爱情》两部长中篇。插画由插画家小镇创作。 与此相似，我的生活也有硬软两个时期，浑如阴阳两界。 我知道，有很多理智健全、能够辨别善恶的人需要读小说，本书就是为他们而写。 ——王小波,王小波，学者、作家。1952年5月13日出生于北京，1968年去云南插队，1978年考入中国人民大学学习商业管理。1984年至1988年在美国匹兹堡大学学习，获硕士学位后回国，曾任教于北京大学和中国人民大学，后辞职专事写作。1997年4月11日病逝于北京。
31,扫起落叶好过冬,https://book.douban.com/subject/1907199/,8.6,7521, ,林达 / 李晓林,生活·读书·新知三联书店, , ,2006-10,468,38.50,平装,林达作品系列,9787108025371,这本书分成五辑：第一辑是美国的历史故事；第二辑是有关法制国家立法规则的故事；第三辑是就一些具体的案例来讲述有关司法过程的故事；第四辑主要通过修道士、苦修院和奥斯威辛集中营的故事诉说“不宽容”的恶果；第五辑是作者关于读书和见闻的随想。五辑文章的故事性都很强，不仅情节跌宕起伏，内涵亦复深厚，读者于轻松的阅读中不难感觉到思想的力量。,林达为两名作者合用的笔名。他们都于1952年出生在上海，1978年进入大学。现居美国。作品有“近距离看美国”系列：《历史深处的忧虑》、《总统是靠不住的》、《我也有一个梦想》，以及《带一本书去巴黎》。译著有《汉娜的手提箱》、《克拉拉的战争》、《盖比橱柜的秘密》等。
32,罗密欧与朱丽叶（名著名译插图本）,https://book.douban.com/subject/1212488/,8.4,17104, ,（英）莎士比亚,人民文学出版社, ,朱生豪 / 吴兴华、方平校,2003-01,468,18.00,平装,名著名译插图本,9787020038893,威廉·莎士比亚是欧洲文艺复兴时期英国伟大的戏剧家，他还是一位同样伟大的诗人。除了大量以对白表现人物与情节的诗体戏剧，他还写了不少分行押韵的抒情诗，包括几部长诗和一百五十四首迄今余味无穷、堪称绝品的十四行诗。几百年来，世人越来越认识到，莎士比亚不仅属于文艺复兴时期，也不仅属于英国。事实上，任何时代和任何地区的读者面对人类这份富饶而深湛的精神遗产，都可从中汲取于自己的成长、发育和修省大有裨益的养料。因此，人们一致认为，莎士比亚没有时限，没有国界，属于每个能读他、爱读他、永远也读不完他、甚至还读不懂他的读者自己。 莎士比亚一生写了据说共计三十七部戏剧，包括历史剧、喜剧和悲剧，分别属于他的三个各有侧重的创作时期；其中晚期所写的悲剧，集中了他的人生智慧，反映了可纳入善与恶两大伦理范畴的各种各样人性的矛盾和冲突，启发了人类对于自身及所处社会的深刻认识，则是他的艺术的精华之精华，他的人生观的奥秘之奥秘。本书所选就是这些悲剧中最具有代表性和普及性的五部，即《罗密欧与朱丽叶》、《哈姆莱特》、《奥瑟罗》、《李尔王》和《麦克白》。 《罗密欧与朱丽叶》是其中几乎家喻户晓的一部，其主人公已成为世界文学作品中最出名、最大方、最受读者宠爱的一对情侣，剧中超越时空的绝对诗意及其道白（如阳台上相互倾心一段）迄今仍然沁人心脾，令人过目成诵。一对天生的冤家一见钟情，在由于宿怨而敌视这桩爱情的环境氛围中，将一切世俗顾虑置之度外，听从不可遏止的献身冲动而秘密结合了。他们对于爱情的英勇和坚贞，仅凭不可知的“上天”的祝福，抵御着一再来自人世的打击和挫折，直至二人被迫分离，终于在墓地重逢于九泉之下。这段凄婉而又悲壮的本事，到了作者的椽笔之下，说来令人惊叹，竟被凝成不过几天的情节衍变（星期日相遇，星期一结合，星期二被迫分离，星期四双双殉情），从而以行云流水的旋律，为主人公使感官净化、使性灵升华的爱情事业唱出了一首浪漫主义的雅歌。南国春夜的馥郁气息，夜写歌曲脉脉含情的音色，玫瑰含苞欲放的鲜艳光泽，彼特拉克十四行诗的诗意，在剧中到处呼之即出。然而，从初生爱情的大胆表白和羞怯回报，匆匆发展成不可遏止的献身冲动和义无反顾的秘密结合，继后又在狂喜与绝望的感情风暴的交替中，一直奔向两人即使在重重厄运中仍令天下有情人景慕多于悲悼的毁灭结局：这首浪漫主义雅歌之所以常唱常青，有取之不尽的新意，恰在于它所歌颂的那场生死与共的爱情并没有随着它的主人公们一起死亡，而是比他们活得更长久，在于那场爱情通过自我牺牲，促成两家世仇释嫌修好，从而取得对于任何使他们分离的恶势力的永远的胜利。,
33,三月里的幸福饼,https://book.douban.com/subject/1084919/,7.7,6028, ,张小娴,上海译文出版社, , ,2000-12,182,11.00,精装, ,9787532725137,《三月里的幸福饼》内容简介：爱情对某些人而言是轻而易举的，对某些人而言却总是一再错过。无法掌握的爱情，正如书中的情节。这篇作品是张小娴的一篇长篇小说，作品中的人物无不眷念着那已然逝支的过去。过去，意味着繁荣兴盛；过去，意味着幸福与美好；过去，意味着青春美艳。小说成功叙述了历史的变故，让同感之人读后不胜唏嘘，潸然泪下。读来感人至深。,张小娴，香港女作家。1995年推出第一部长篇小说《面包树上的女人》而走红文坛，继亦舒之后，成为香港最受欢迎的言情小说家。她的作品善于描写都市的男欢女爱，深受年轻读者的欢迎，往往新作一出版就会登上畅销榜。
34,CLOVER(01),https://book.douban.com/subject/1431880/,8.8,2914, ,CLAMP,東販, ,Connie,1998/01/01,124頁,140,平裝,CLOVER,9789576436376,超級情報員所被委托的極機密任務，竟只是護送一位少女到她所想去的地方，但半途上所遇到的阻擾讓他開始懷疑…… 若能找到有四瓣葉片的苜蓿草，就能得到幸福。不過，請保密。苜蓿草的白色花朵綻放於何處，而它又有幾瓣葉片，四片葉的苜蓿草，我想使你幸福，卻無法屬於你。 我想得到幸福，我想得到幸福，想和你一起得到幸福，我想成為你的「幸福」，所以請帶我走，到遙遠的地方，到不是「這裏」的地方，請帶我走，解不開的魔法，沒有終止的熱吻，無法清醒的夢境，永不消失的幸福，鳥兒們在歌唱，那是我不懂的語言之歌，即使擁有翅膀，也無法飛向天空，那是獨自一人無法到達的地方，所以請帶我走，到不是「這裏」的地方，濡濕的翅膀，相互交纏的手指，融化的軀體，重疊相映的心，請帶我走，我想得到幸福，比你的「過去」，我更想得幸福，將那細如絲線的未來用雙手逐漸拉近，請帶我走，我想得到幸福。,
35,哈利波特5 鳳凰會的密令,https://book.douban.com/subject/1342817/,8.7,6557,英,J·K·罗琳,皇冠文化出版公司, ,皇冠編譯組,2003-9-1,944,$78.00,平装,哈利波特,9789573319863,（上） 一個酷熱的暑假夜晚，催狂魔竟然出現攻擊達力和哈利，情急之下，哈利不得不打破未成年巫師使用魔法的限制規定，發出護法咒擊退了催狂魔，但卻也因此面臨被學校開除的危機…。另一方面，與魔法部分道揚鑣的鄧不利多，決定重新啟動多年前為對抗佛地魔所成立的地下組織──鳳凰會，秘密的進行多項任務…… （下） 正當霍格華茲所有五年級學生都在參加最重要的『普等巫測』時，哈利卻恍恍惚惚的進入了詭譎的夢境。突然之間，哈利從桌上跌落地面，醒了過來，卻仍舊不停的叫喊著！他的傷疤著火了，在他四週，整個大廳也跟著爆發混亂…。就在這一片紛紛擾擾之際，鄧不利多被解除了校長職務，連麥教授和海格也走了，取而代之的是魔法部的勢力箝制。難道，分類帽的預言真的來臨了？,全世界最會說故事的魔法媽媽 J.K.羅琳一九九○年，二十四歲的羅琳，坐在前往倫敦的誤點火車上，『哈利波特』咻地闖進了她的生命。透過車窗，彷彿看見了一個黑髮瘦弱、戴著眼鏡的小巫師在對她微笑。十年後，『哈利波特』成了風靡全球的童話人物。從小就喜歡寫作的羅琳，是個單親媽媽，因為找不到工作，只能靠著微薄的失業救濟金養活自已和女兒。為了逃離又小又冷的房間，她總是窩在住家附近的尼可森咖啡館裡寫作；因為沒錢點餐，所以每次只點上一杯卡布奇諾，一字一字的寫下『哈利波特』的故事。結果，《哈利波特》才一出版，便以驚人的魔力風靡全球，羅琳在一夕之間，就從不為人知的貧單親媽媽，一躍成為蜚聲國際的暢銷作家。《哈利波特》在全世界所折起閱讀風潮，更被譽為『文學界的披頭四狂熱』。羅琳說，《哈利波特》是一本會帶給她快樂的書，顯然毫無疑問的，對讀者來說也是一樣的！
36,流浪的面包树,https://book.douban.com/subject/1096118/,7.9,7404, ,张小娴,南海出版公司, , ,2002-2,209,15.00,平装,张小娴作品集,9787544220552,在第二集里，林方文在斐济潜水失踪，而后程韵便孤独地开着她的“面包树”书店，同时因为和小学同学杜卫平重逢，接受开“渡渡餐厅”的杜卫平收留，而成为室友；而歌手葛米儿的脑部发觉长了肿瘤，就在程韵陪她回家乡斐济时，见到了一个酷似林方文的男子，究竟林方文是否还在人间？而程韵又会情归何处？是杜卫平温暖的怀抱，还是另有其人？,张小娴，香港女作家。1995年推出第一部长篇小说《面包树上的女人》而走红文坛，继亦舒之后，成为香港最受欢迎的言情小说家。她的作品善于描写都市的男欢女爱，深受年轻读者的欢迎，往往新作一出版就会登上畅销榜。
37,你看起来好像很好吃,https://book.douban.com/subject/1026035/,9.1,9522,日本,宫西达也,北京少年儿童出版社, ,杨文,2004-06, ,32,平装, ,9787530112038,《你看起来好像很好吃》由北京少年儿童出版社出版。 以前，以前，很久以前，在一个晴朗的日子里，山嘭嘭嘭地喷火，地咚咚咚地摇晃。就在这个时候，甲龙宝宝出生了。霸王龙看到孤独的甲龙宝宝，流着口水，正要猛扑过去，就在这个时候……看看小甲龙和粗暴可怕的霸王龙温馨的故事吗！,
38,先锋戏剧档案,https://book.douban.com/subject/1011977/,8.2,2062, ,孟京辉 编,作家出版社, , ,2000-1,382,24.00,平装, ,9787506318389,《先锋戏剧档案》包括《思凡》《阿Q同志》《一个无政府主义者的意外死亡》《恋爱的犀牛》等八部原创剧本以及30余部剧作的节目单、说明书、剧照、导演的话等等原始材料，不但纪录了先锋戏剧创作过程，同时还展示了近十年来中国年轻戏剧创作者的舞台成果，突显了戏剧发展实验创新之路。,孟京辉 生于1965年，中央戏剧学院导演系研究生毕业，现为中央实验话剧院导演。1993年，编剧、导演话剧《思凡》（中央实验话剧院演出，此剧参加93年中国小剧场戏剧展演暨国际研讨会，获“优秀导演奖”）。同年，应德国柏林世界文化宫的邀请，率《等待戈多》剧组赴柏林、新勃兰登堡等地，参加“中国前卫艺术节”演出。1994年，参加第一届“布鲁塞尔国际戏剧节”驻节计划。同年，率《思凡》剧组赴日本参加Tiny Alice戏剧节、松本戏剧节、PAW国际戏剧节。1995年，应日本Tiny Alice戏剧节邀请赴日本演出《温床》。1996年，赴香港导演由“进念二十面体”剧团演出的《百年孤寂之第八年》（根据《百年孤独》改编）。1998年，导演意大利剧作家达里奥・福的名剧《一个无政府主义者的意外死亡》。1999年，导演小剧场戏剧《盗版浮士德》。2000年，在香港导演莎士比亚名剧《李尔王》。
39,琴声如诉,https://book.douban.com/subject/1793721/,7.9,4831,法国,玛格丽特·杜拉斯,上海译文出版社,Moderato Cantabile,王道乾,2006-5,119,18.00,精装,玛格丽特·杜拉斯作品系列,9787532739202,安娜·戴巴莱斯特是外省某滨海城市一家企业的经理的年轻妻子。一天，楼下咖啡馆中发生了一桩情杀案，不知什么力量促使她第二天又到这家咖啡馆来，在那儿，她遇到一个蓝眼睛的青年。安娜在同他谈话当中，自己就变成了另一个女人，从她自己所属富有的资产阶级社会中逃出去了，从对她冷漠无情的丈夫那里挣脱出来了。从某种情况看，她“包法利夫人”化了…… 一天，她没有带孩子，又一次去看望肖万，吻了他——他们都知道，仅此一吻即可，他们的爱情告终……,"玛格丽特·杜拉斯（Marguerite Duras, 1914-1996），法国当代最著名的女小说家、剧作家和电影艺术家。她于1914年4月4日出生在越南嘉定，父母都是小学教师。四岁时丧父，童年的苦难和母亲的悲惨命运影响了她的一生。 杜拉斯以小说《厚颜无耻之辈》（1943）开始她的文学生涯。她的作品不仅内容丰富，体裁多样，而且尤其注重文体，具有新颖独特的风格。早期小说《抵挡太平洋的堤坝》（1950）充分反映了童年时代的贫困生活，还有不少作品也是以印度支那的社会现实为题材的。《直布罗陀海峡的水手》（1952）等作品充满了镜头般的画面和口语式的对话，因此不少都被改编成影片；后来的小说如《塔尔奎尼亚的小马》（1953），《琴声如诉》（1958），《洛尔·V.斯坦的迷醉》（1964）等则善于打破传统的叙述模式，把虚构与现实融为一体，因而使她一度被认为是新小说派作家，其实她的小说只是在手法上与新小说类似，重视文体的诗意和音乐性，但在构思方面却大不相同。她在作品中描绘贫富对立和人的欲望，是在以独特的方式揭露社会现实。 杜拉斯在戏剧和电影方面同样成就卓著，她分别在1965、1968和1984年出版了三部戏剧集，在1983年还获得了法兰西学院的戏剧大奖。作为法国重要的电影流派“左岸派”的成员，她不仅写出了《广岛之恋》（1960）、《长别离》（1961）这样出色的电影剧本，而且从1965年起亲自担任导演，从影片《印度之歌》（1974）开始，每年都有一两部影片问世，而且有不少获得了国际大奖。"
