,书名,豆瓣链接,评分,评分人数,作者国籍,作者,出版社,原作名,译者,出版日期,页数,价格,装帧,丛书,ISBN,内容简介,作者简介
33,情书,https://book.douban.com/subject/1080370/,8.6,105774,日本,岩井俊二,天津人民出版社,ラヴレター,穆晓芳,2004-7,256,18.00,平装,新经典文库·岩井俊二作品,9787201048161,日本神户，渡边博子在未婚夫藤井树的三周年祭日上又一次陷入到悲痛和思念之中。博子在藤井树的中学同学录里找到了他在小樽市读书时的地址。由于抑制不住对爱人的怀念，博子按着这个地址给远在天国的藤井树寄去了一封充满问候和思念的书信。 不可思议的是，不久博子竟然收到了署名为“藤井树”的回信。经过进一步了解，这个藤井树是一个年轻的女子，而且她还曾经是男性藤井树的同班同学，原来是博子从同学录中误抄了她的地址。为了多了解一些男友在中学时代的情况，博子继续与女性藤井树保持书信来往。而藤井树在不断的回忆中，竟逐渐发现中学时代那个和自己同名同姓的少男曾经对自己产生过一段真挚的感情…… 《情书》由一个同名同姓的误会开始，通过两个女子书信的交流，以含情脉脉的笔触舒缓地展现了两段可贵的爱情。女主角博子对藤井树的眷恋，两个藤井树之间朦胧的情感，都没有由于藤井树的意外死亡而枯萎，而通过细腻感人的影象深深地印在每一个观众的心里，永远不变。 在精心描绘爱情的同时，岩井俊二还着意表现了对逝去岁月的怀念和追忆。《情书》正象普鲁斯特那本小说的名字，追忆着似水的年华。过往的爱情和青春也正是在主人公的回忆中才逐渐清晰、复活。与现实相比，影片中的过去更为明快优美。在那一幅幅唯美的画面中，漫天飞舞的片片樱花，暗生情愫的少男少女，都唤起我们的无限遐想。而《情书》中所构筑的那个美好的中学时代，可能也正是岩井俊二和很多人最为温馨纯洁的回忆。 《情书》中对过去的追忆和有关生死的描绘都极具东方气质，含蓄优美、感而不伤地表达了故事的主题——珍惜有限的生命和宝贵的爱情。,岩井俊二，作家，导演。1963年1月24日生于日本宫城县仙台市，毕业于横滨国立大学，具有多方面的艺术修养。 在1990年代佳作迭出的“日本新电影运动”中，简单纯粹、深情唯美的《情书》于1995年公映后，引起空前轰动，迅速风靡整个亚洲，并在世界电影的版图中取得无可争议的重要一席。岩井俊二成为日本电影界的首席代表。 此后，岩井俊二创作并执导的更具深度的《燕尾蝶》以及《关于莉莉周的一切》等作品问世后，进一步奠定了他在世界文坛和影坛的地信。他的每一部作品，都成为无数人视听和精神的盛宴，令人久久流连，回味无穷。至今，《情书》中讲述的深沉眷恋和一去不复返的少年往事，已成为亿万人心中珍藏的记忆。而美丽与忧伤的记忆，总是深深唤起我们对真爱与生命的珍视。
34,舞！舞！舞！,https://book.douban.com/subject/1020670/,8.3,32000,日本,村上春树,上海译文出版社, ,林少华,2002-6,502,25.00,平装,村上春树文集（2001版）,9787532728893,六具白骨摆列在一间亦真亦幻的死亡之屋里。“我”的老朋友“鼠”已经死于寻羊冒险。“我”好不容易找到了投缘的老同学五反田，可这位被演艺界包装得精神分裂的电影明星，却接连勒死了两名高级应召女郎，自己也驾着高级跑车“玛莎拉蒂”葬身大海。孤独的女孩“雪”和她孤傲的母亲“雨”，虽然还能在这疯狂世界上勉强生存，可“雨”的守护神笛克，却也躲不过一场莫名的车祸。度过了一段死亡陪伴的惊魂日子，“我”终于在宾馆女服务员由美吉那里找到了安全感，也有了在安静城市过安静生活的具体计划。可是，那第六具白骨到底意味着谁呢？“我”依然脱不出死亡之屋。 “高度发达的资本主义社会，”村上春树把这句话重复了不知多少遍，他是想寻找所有这些死亡和罪恶的源头吧？,村上春树（1949- ），日本小说家。曾在早稻田大学文学部戏剧科就读。1979年，他的第一部小说《听风之歌》问世后，即被搬上了银幕。随后，他的优秀作品《1973年的弹子球》、《寻羊冒险记》、《挪威的森林》等相继发表。他的创作不受传统拘束，构思新奇，行文潇洒自在，而又不流于庸俗浅薄。尤其是在刻画人的孤独无奈方面更有特色，他没有把这种情绪写成负的东西，而是通过内心的心智性操作使之升华为一种优雅的格调，一种乐在其中的境界，以此来为读者，尤其是生活在城市里的人们提供了一种生活模式或生命的体验。
35,幽游白书（全19册）,https://book.douban.com/subject/1421921/,9.0,23361, ,冨樫義博,河南大学出版社, , ,1990, ,129.2,平装, ,9787810911863,冨樫义博1966年4月27日出生于日本山形县新庄市，日本漫画家。1987年因发表《FLY STREET》而获得了第34届手塚奖，就此出道。以其挥洒自如的想像力和故事情节，复杂丰满的人物塑造而出名，其作品多不拘一格。1988年开始在《週刊少年JUMP》上连载《意外的生日礼物》。1990年发表作品《幽游白书》，引起了轰动。,"出生地：日本山形县 生日：一九六六年四月二十七日 星座：金牛座 血型：A型  喜欢的食物：咖喱饭 家庭：一姐及一弟 生平：爱好棒球（在《幽游白书》的Free Talk中多次提到）、摇滚乐、养蛇、看A片（？），家里上有姐下有弟，据说弟弟也是漫画家，曾经写过18禁的小说，富坚义博还在里面画扉页。  重要记事： ★1987年富坚义博的作品获得第34回手冢赏，开始在漫画界崭露头角 ★1994年富坚义博的缴税总金额高居日本第76位（因其作品幽☆游☆白书大受欢迎） ★1997年12月24日富坚义博与漫画家武内直子出版一本业余性质的漫画，富坚义博画了武内直子的作品美少女战士，武内直子也画了一些平常不可能画的东西，并且书中还有富坚义博与武内直子的唇印，附注是富坚王子与直子公主的圣诞礼物（自此时起二人的八卦谣言满天飞） ★1999年1月富坚义博终于在众人的祝福下与武内直子步入礼堂 ★2000年11月富坚夫妇有了一个儿子   漫画作品： 《淘气爱神》：1-5卷 《我爱狼人》： (短篇集包括：<不怕大野狼>< 灵异侦探团 ><HORROR ANGEL><荒谬的生日礼物><ぶっとびスト－ト>) 《幽游白书》：全19卷 《LEVEL E》：(<灵异E计划>)全3卷 《HUNTER X HUNTER》：(集英社出版)1-11卷     相对来说出道较晚，成就和影响力却不输任何老牌名家。在《幽游白书》大红大紫之后，他在《少年跳跃》四天王的地位被基本奠定。不久，他又开始了令人震惊的《E级水平》（《LEVEL E》）的创作，这部短短三卷的作品完全打破了少年漫画的旧有格式，成为日本漫画史上不可被忘怦的、空前绝后的著作。之后的《HUNTER x HUNTER》（《猎人》）有些反璞归真，却也不输于任何名作。    凭《幽游白书》成名，作品讲主人公因意外死亡而成为灵界侦探，与魔鬼斗争的故事，作品愈往后愈个人化，有一定哲理，制成动画、电影和游戏后深受欢迎，作品还有《E级水平》、《恶魔爱神》等，新作有《猎人》。"
36,光荣日（第一季）,https://book.douban.com/subject/2133556/,6.9,29706, ,韩寒,二十一世纪出版社, , ,2007-6,186,21.00,精装, ,9787539137650,韩寒首部魔幻现实主义作品。一部讽刺意味很浓的小说。 七个青年人，大麦、王智、万和平、石山、洪中、米旗、娄梯，大学毕业后主动放弃分配，不想进外企，不想当白领，而是学古代的竹林七贤，来到边远的一个叫“和平凤凰”的小村中，他们自愿到村小学支教，同时运用自己的特长实现自己的理想，他们研究枪支炸药，盖房种菜，还收留了被称为“精神病”的歌手哈蕾，三陪女麦片，还有年迈的植物学研究员刘小力以及他两条腿的狗，这些看似不正常的一群人，建立了一个属于他们自己的离奇世界，发生了很多奇怪的事情。看似荒诞不经，却有着种种思考。随着故事的深入，他们在自己的世界里寻找未来……,韩寒，1982年9月23日生。作家，赛车手。已出版作品：《三重门》、《零下一度》、《像少年啦飞驰》、《通稿2003》、《毒》、《韩寒五年文集》、《长安乱》、《就这么漂来漂去》、《一座城池》、《寒》、《光荣日》或有其他，则为伪作。
37,鹿鼎记,https://book.douban.com/subject/1212893/,8.9,54840, ,金庸,广州出版社 花城出版社, , ,2008-3,1821,108.00,平装,金庸作品集（新修版·平装）,9787806553404,《鹿鼎记》是金庸创作的最后一部小说，也是他最重要的代表作。 小说讲的是一个从小在扬州妓院长大的小孩韦小宝，他以不会任何武功之姿态闯江湖各大帮会、周旋皇帝朝臣之间并奉旨远征云南、俄罗斯之故事，书中充满精彩的对白及逆思考的事件。 韦小宝笑称自己“不学无术却处处有术”，他靠着这不学之术在太监、钦命大臣、帮会堂主、和尚、甚至七个美女的共同老公这些角色上游刃有余。这个人物挑战了真实的人性，说明武功和权力不是这世上唯一的可取之道。,金庸（1924- ），当代最为著名的武侠小说作家。他本名查良镛，浙江海宁人，上海东吴法学院毕业。1959年在香港亲手创办明报机构，出版报纸、杂志和图书，1993年退休。先后创作了十五部长篇及短篇的武侠小说，广受欢迎，印量无数。曾获颂多项荣衔，包括2000年获香港特别行政区颁授最高荣誉大紫荆勋章，香港和各国多所大学的荣誉学位、名誉教授、院士。还担任过浙江大学人文学院院长，英国牛津大学汉学研究院高级研究员。
38,照相本子,https://book.douban.com/subject/1367458/,8.4,17573, ,幾米,大塊文化出版公司, , ,2001-6-18,136,TWD 480,精装,幾米作品,9789570316759,《照相本子》，幾米是攝影師、主人翁、配角以及佈景， 他是誰不重要，重要的是他玩得很高興，這種高興揉合了許多種記憶元素，歡樂的、憂愁的、哀傷的……但這些記憶經過翻轉進入書中，我們看到的已經不是幾米直接的記憶，而是經過轉折後的動人，而這動人的畫面又揉合了我們自己的記憶，歡樂的、憂愁的、哀傷的……,幾米，近年來最炙手可熱的繪本作家。1998年8月首度出版個人的繪本創作，1999年以《向左走·向右走》、《聽幾米唱歌》和《月亮忘記了》，2000年2001年更以《我的心中每天開出一朵花》、《地下鐵》，展現出驚人的創作力和多變的敘事風格，在出版市場興起了一陣持續至今熱力不減的繪本創作風潮。 幾米讓「圖像」成為另一種清新舒潔的文學語言，在他的作品裡營造出流暢詩意的畫面，散發出深情迷人的風采。
39,爱尔兰咖啡,https://book.douban.com/subject/1062326/,6.9,18434, ,蔡智恒,知识出版社, , ,2001-3,222,14.80,平装,LOVE POST 书系,9787501528677,相传，酒保为了心仪的女孩，将威士忌融合了热咖啡，发明了爱尔兰咖啡。咖啡的芬芳搭配烈酒的浓醇，在冷冽的夜里让人从掌心一路温暖到心底。一个四分之一爱尔兰血统的台北女孩，就因为听到这个故事，坚持煮出正统的爱尔兰咖啡，而且只在晚上十二点后供应。于是，爱情，就在某个雨夜中，迎着咖啡温柔的香气，得到诞生的灵感。一间小小的咖啡馆，一盏小小的灯，一个异乡的男子，邂逅了一位女孩。他对她的思念，从此再也分不清楚是对爱的想望，或是对咖啡的渴望了……,蔡智恒，1969年11月13日生于台湾嘉义布袋。1979年第一次接触金庸小说《倚天屠龙记》，从此成为金庸迷。1981年第一次接触安达充的漫画，从此成为安达充迷。1990年职棒成立，味全是最爱，从此成为龙迷。1997年9月遇见轻舞飞扬，深深为之着迷。1998年3月写下《第一次亲密接触》，开始风靡两岸网友与读者，热潮迄今未歇。2000年成大水研博士班毕业，写下《爱尔兰咖啡》。
40,我的路,https://book.douban.com/subject/1431836/,8.6,27510, ,寂地,北方妇女儿童出版社, , ,2004-10,123,20.00,平装,我的路 MY WAY,9787538524246,书中有《星之魔术师》、《灯塔》、《鱼》、《烟火》等系列短篇，此外还有部分心情文字及精选插图。独特的人物形象设计，唯美的爱情故事。,寂地，祖雅乐，国内新晋漫画插画家。风格别致优美，其代表作品《我的路》获得2004年东方国际原创动画漫画艺术大赛金龙奖最佳绘本漫画奖。
41,人气绘本天后高木直子作品典藏（全6册）,https://book.douban.com/subject/1758767/,8.2,15082,日本,高木直子,陕西师范大学出版社, ,洪俞君,2007-4-1, ,120.00,平装,高木直子绘本系列,9787561334973,《人气绘本天后高木直子作品典藏》包括《150cm Life》（1、2、3）《一个人住第五年》《一个人上东京》《一个人的第一次》。2006年10月出版的《人气绘本天后》（3册）亦使用相同ISBN。,高木直子，1974年出生于日本三重县。小时候也和很多女孩一样，说“想开花店”“想开面包店”之类的话。但上了初中之后，开始觉得自己还满喜欢绘画的。最后的生活重心是写写散文集，用压克力颜料画画插画、漫画。喜欢的季节是夏天，因为白天很长，又可以穿得单薄些，而且啤酒也特别美味。 畅销作品包括《150cm Life》《一个人住第五年》《一个人上东京》等。
42,一个陌生女子的来信,https://book.douban.com/subject/1159939/,8.6,25162,奥,茨威格,中国社会科学出版社, ,李政,2004-5,316,20.00,平装,世界经典情爱小说文丛,9787500444077,收作者《一个陌生女子的来信》、《家庭女教师》等5部小说。,斯蒂芬·茨威格（1881-1942），奥地利著名小说家、传记作家，出身于富裕的犹太家庭。青年时代在维也纳和柏林攻读哲学和文学。后去世界各地游历，结识罗曼·曼兰和罗丹等人，并受到他们的影响。第一次世界大战时从事反战工作，成为著名的和平主义者。1920年代赴苏联，结识高尔基。1934年遭纳粹驱逐，先后流亡英国、巴西。1942年在孤寂与感觉理想破灭中与妻子双双自杀。 茨威格在诗、短论、小说、戏剧和人物传记写作方面均有过人的造诣，尤以小说和人物传记见长。代表作有小说《最初的经历》、《马来狂人》、《恐惧》、《感觉的混乱》、《人的命运转折点》、《一个陌生女子的来信》、《象棋的故事》、《一个女人一生中的二十四小时》、《危险的怜悯》等；传记《三位大师》、《同精灵的斗争》、《三个描摹自己生活的诗人》等。茨威格对心理学与弗洛伊德学说感兴趣，作品擅长细致的性格刻画，以及对奇特命运下个人遭遇和心灵的热情的描摹。
43,一九八四·动物农场,https://book.douban.com/subject/1082387/,9.3,35998,英,乔治·奥威尔,上海译文出版社,Nineteen Eighty-Four,傅惟慈 / 董乐山,2003-4,397,23.00,平装,现当代世界文学丛书,9787532729357,《一九八四》和《动物农场》是奥威尔的传世之作，堪称世界文坛上最著名的政治讽喻小说。他在小说中他创造的“老大哥”、“双重思想”、“新话”等词汇都已收入权威的英语词典，甚至由他的姓衍生了一个形容词“奥威尔式”不断出现在报道国际新闻的记者笔下，足见其作品在英语国家影响之深远。“多一个人看奥威尔，就多了一份自由的保障”，有评家如是说。,"乔治·奥威尔（George Orwell, 1903-1950），英国作家。本名埃里克·亚瑟·布莱尔（Eric Arthur Blair），生于印度，父亲为殖民地官员。14岁考入伊顿公学，获取奖学金。1921从伊顿公学毕业后考取公职，到缅甸作了一名帝国警察，在那里，被奴役的殖民地人民的悲惨生活刺激了奥威尔的良知。他1927年辞职，后来写下与此段经历有关的《绞刑》（A Hanging, 1931），《缅甸岁月》（Burmese Days, 1934）和《猎象记》（Shooting an Elephant, 1936）这些纪实性作品。 1928年1月回国后，奥威尔深入到社会底层，四处漂泊流落。在巴黎、伦敦两地，当过洗盘子的杂工，住过贫民窟，常常混迹在流浪汉和乞丐之中。次年，写下了关于这段经历的纪实性作品《巴黎伦敦落魄记》（Down and Out in Paris and London, 1933），真切地描述了生活在社会底层的人民的苦难。正是在为这部作品署名时，他用了“乔治·奥威尔”这一笔名。 1936年7月，西班牙内战爆发。同年年底，奥威尔与新婚妻子一同奔赴西班牙，投身于保卫共和政府的战斗。奥威尔在前线担任少尉，喉部曾受重伤。他为记述西班牙内战而写的《向卡特洛尼亚致敬》（Homage to Catalonia, 1938）一书，后来成为关于这场内战的一部权威性文献。 西班牙左翼共和政府的内部分裂，致使战争失利，而奥威尔差一点丧身在共和政府内部党派之争的倾轧中。这个惨痛的经验对他影响巨大。他曾说自己“从1930年起就是一个社会主义者了”，而这时候，他又开始考虑“捍卫民主社会主义”的问题了。这个思想出发点，一直影响到他后期的影响最广的两部名作——《动物农场》和《1984》的创作。 1950年1月，奥威尔病逝，终年46岁。"
44,少年维特的烦恼,https://book.douban.com/subject/1047138/,7.8,28163,德,歌德,人民文学出版社,Die Leiden des jungen Werthers,杨武能,1999-7,177,7.40,平装, ,9787020006052,小说的情节十分简单，年轻的维特来到一个小镇，这里的自然风光、淳朴的民风、天真快乐的儿童给予他极大的快乐。一次舞会上他认识了一个叫绿蒂的少女，她的一颦一笑、一举一动都让他倾倒；绿蒂也喜欢他，却不能予以爱的回报，她已与维特好友订婚。维特陷入了尴尬和痛苦，他毅然离开此地，力图从事业上得到解脱，有所成就，然而鄙陋的环境、污浊的人际关系、压抑个性窒息自由的现存秩序，都使他无法忍受，当他怀才不遇地重返绿蒂身边时，发现绿蒂已结婚，决定以死殉情，遂用一支手枪结束了自己的生命。,约翰·沃尔夫冈·歌德（1749－1832）是德国近代杰出的诗人、作家和思想家。世人公认他是继但丁和莎士比亚之后西方精神文明最为卓越的代表。《少年维特的烦恼》这部以第一人称写就的书信体小说，不仅传达了欧洲从古老的封建制度向资产阶级过渡的转型时期，中青年一代追求“个性解放”，“感情自由”，“恢复自然的社会状态”，“建立平等的人与人关系”的强烈愿望，也阐明了作者自身鲜明的立场。
45,通稿2003,https://book.douban.com/subject/1063245/,7.6,23203, ,韩寒,作家出版社, , ,2003-9,156,9.00,平装, ,9787506327466,《通稿2003》是韩寒的杂文作品集，是对第一部小说问世后的四年里的学校、课程、家庭生活、写作、性格与压力问题的回顾与总结。书中对现行教育体制的方方面面提出了他的看法，观点鲜明尖锐，文笔幽默老辣，延续了作者一贯的风格。,韩寒（1982- ），当代作家。1999年，在全国中学生第一届“新概念作文大赛”中，以《杯中窥人》获一等奖。同年，在上海《新民晚报》上发表文章揭露批判他所受的应试教育。2000年6月，作家出版社出版他的长篇小说《三重门》，引起轰动，大为畅销。 2001年后出版散文集《零下一度》、长篇小说《像少年啦飞驰》、作品精选集《毒》、杂文集《通稿2003》、小说《长安乱》等，均成为畅销书。
46,我只能為你畫一張小卡片,https://book.douban.com/subject/1358413/,8.5,18502, ,幾米,大塊文化出版股份有限公司, , ,2002-2-4,115,TWD 350,平装,幾米作品,9789867975119,每个人都有送卡片的经验，常常卡片打开了，却不知道要写什麽？ 想说的话很多，千头万绪，最後只好写着：「祝你幸福」、「身体健康」、「万事如意」…… 这样的表达方式实在太平淡了，到最後连卡片都懒得寄出。於是祝你幸福、祝你健康、祝你如意只有飘浮在空气中，永远到不了对方的手里。至於自己亲手画一张，那更是难上加难了。,幾米，绘本作家。1998年开始个人的绘本创作，作品展现了惊人的创作力和多变的叙事风格，并在台湾燃起绘本创作热。幾米的作品个人风格强烈，呈现独特的生命风景，深情而迷入。作品广受喜爱。美、法、德、希腊、韩、日等国皆有译本。
47,变形记,https://book.douban.com/subject/1213546/,8.5,47003,奥地利,弗朗茨·卡夫卡,浙江文艺出版社, ,叶廷芳 / 赵登荣,2003-4,189,16.00,平装,经典印象,9787533917067,《变形记》共分成三部分：第一部分，推销员格里高尔某天早上醒来后变成了甲虫，这一变故对其本人和家庭却产生了很大的影响。 [4] 格里高尔彷徨惊慌，忧郁无助。而此时并未得到帮助的他被激怒的父亲大怒赶回自己的卧室；第二部分，变成甲虫的格里高尔，在生活习惯上已然成为甲虫，但是仍然具有人类的意识。虽已失业的他，仍旧关心父亲的债务问题，怎么样送妹妹去音乐学院，关心家里的各种琐事。数日之后，全家人都将格里高尔视为累赘。父亲、母亲、妹妹对他以往的态度转变成了厌恶，嫌弃；第三部分，为了能够继续生存，除了格里高尔全家人只能打工挣钱，对变为甲虫的格里高尔忍无可忍。妹妹提出将自己的亲哥哥赶出家门。格里高尔在亲情冷漠的情况下饥寒交迫，并且患病在身，但仍心系家人，然后他的头就不由自主地垂倒在地板上，鼻孔呼出了最后一丝气息， [5] 带着满腹的担忧和内疚看着家庭的不幸，而更不幸的是他终遭社会和家庭的唾弃，在无声无息中死去。,弗兰兹·卡夫卡（Franz Kafka，1883年7月3日～1924年6月3日），生活于奥匈帝国（奥地利帝国和匈牙利组成的政合国）统治下的捷克德语小说家，本职为保险业职员。主要作品有小说《审判》、《城堡》、《变形记》等。卡夫卡1883年出生犹太商人家庭，18岁入布拉格大学学习文学和法律，1904年开始写作，主要作品为四部短篇小说集和三部长篇小说。可惜生前大多未发表，三部长篇也均未写完。他生活在奥匈帝国即将崩溃的时代，又深受尼采、柏格森哲学影响，对政治事件也一直抱旁观态度，故其作品大都用变形荒诞的形象和象征直觉的手法，表现被充满敌意的社会环境所包围的孤立、绝望的个人。卡夫卡与法国作家马塞尔·普鲁斯特，爱尔兰作家詹姆斯·乔伊斯并称为西方现代主义文学的先驱和大师。
48,灌篮高手31,https://book.douban.com/subject/1221515/,9.5,29473,日本,井上雄彦,长春出版社, ,邹宁,2005-1,184,7.50,平装,灌篮高手,9787806649343,《灌篮高手》又名《篮球飞人》，故事讲述高一学生樱木花道在国中时被50位他心仪的女孩子拒绝了，因第50个女生的一句“我喜欢的是篮球队的小田同学。”而对篮球深恶痛绝。但当他进了湘北高校后，一名叫晴子的女生走来问他“你喜欢篮球吗？”因为晴子，樱木于是由从不喜欢篮球，摇身一变地向晴子说： “我喜欢！”樱木为得到晴子的芳心，不顾一切的加入湘北篮球社，并以惊人的速度进步，这样樱木的篮球生涯自此展开了。 在湘北篮球队中，队长赤木是位一直因无良好队友而无法出人头地的灌篮高手。然而在这一年有初中时已是篮球高手的流川枫，经常打架而住院的宫城良田出院，曾误入歧途但初中时是MVP的三井寿加入湘北篮球社，使赤木称霸全国的心愿不再是梦想。在县大赛中，他们五人合力终于拿到全国大赛的入场券。 全国大赛毕竟不同于县大赛，在第二回合，湘北就碰上了去年也是前年的霸主——三王工高。所有观众都认为三王必胜，湘北处于心理弱势。然而历史的改变势不可当，湘北背水一战，在死对头樱木花道和流川枫的合作下，终将山王击败……,井上雄彦在日本九州鹿儿岛县出生，最喜欢的漫画家是池上辽一，最喜欢的篮球明星是美国芝加哥公牛队的迈克尔·乔丹。从19岁开始，正是在大学就学期间，他一有空闲就会抓紧业余时间大量地绘画漫画，结果工多艺熟，为他将来向漫画界发展打下良好的基础。由于从小就受到水岛新司的作品影响，所以也都很喜欢绘画一些充满动感的体育漫画。 1989年，年仅22岁的雄彦凭着出色的画技获得手冢治虫奖。在导师的鼓励下，他毅然决定离开已就读三年的熊本大学文学部， 投身于漫画界发展。 由于他的漫画入选了《少年JUMP》，经编辑介绍，他在北条司门下做了一年助理。期间，他一直都有个人连载漫画出版，到了1990年，他推出的漫画集《篮球飞人》，非常畅销。
49,尘埃落定,https://book.douban.com/subject/1080309/,8.5,63219, ,阿来著,人民文学出版社, , ,1998-3-1,408,22.0,平装,茅盾文学奖获奖书系,9787020033645,一个声势显赫的康巴藏族土司，在酒后和汉族太太生了一个傻瓜儿子。这个人人都认定的傻子与现实生活格格不入，却有着超时代的预感和举止，成为土司制度兴衰的见证人。小说故事精彩曲折动人，以饱含激情的笔墨，超然物外的审视目光，展现了浓郁的民族风情和土司制度的浪漫神秘。,阿来，一九五九年生于四川北部阿坝藏区。履历表上列为籍贯的马尔康县俗称“四土”，即四个土司统辖之地。 八十年代中期开始创作。出版过小说集《旧年的血迹》与诗集《梭磨河》。《尘埃落定》是其第一部长篇 小说。
50,国境以南 太阳以西,https://book.douban.com/subject/1015452/,8.3,39507,日本,村上春树,上海译文出版社, ,林少华,2001-8,190,13.50,平装,村上春树文集（2001版）,9787532726745,37岁的男主人公，在东京市区拥有两家兴旺的酒吧，还有娇美的妻子，可爱的女儿，他是一位真正的成功人士。但是，他的内心还是感到饥饿干渴，事业和家庭都填补不了，而让他那缺憾的部分充盈起来的，是他小学时的女友岛本。岛本不愿吐露自己的经历、身份、只希望他就这样接受眼前的自己，只把她当成小学时那个爱古典乐的女孩。然而，就在他接受了这不可能接受的条件时，两人却在箱根别墅度过了销魂的一夜。翌晨，她一去杳然、再无踪迹可寻了。,村上春树（1949－ ），日本小说家。曾在早稻田大学文学部戏剧科就读。1979年，他的第一部小说《听风之歌》问世后，即被搬上了银幕。随后，他的优秀作品《1973年的弹子球》、《寻羊冒险记》、《挪威的森林》等相继发表。他的创作不受传统拘束，构思新奇，行文潇洒自在，而又不流于庸俗浅薄。尤其是在刻画人的孤独无奈方面更有特色，他没有把这种情绪写成负的东西，而是通过内心的心智性操作使之升华为一种优雅的格调，一种乐在其中的境界，以此来为读者，尤其是生活在城市里的人们提供了一种生活模式或生命的体验。
51,何以笙箫默,https://book.douban.com/subject/1461903/,7.8,143611, ,顾漫,朝华出版社, , ,2007-4,247,15.00,平装, ,9787505414709,一段年少时的爱恋，牵出一生的纠缠。大学时代的赵默笙阳光灿烂，对法学系大才子何以琛一见倾心，开朗直率的她拔足倒追，终于使才气出众的他为她停留驻足。然而，不善表达的他终于使她在一次伤心之下远走他乡……,顾漫，网络文学女作家，“悦读纪”王牌作者之一。
52,东京奇谭集,https://book.douban.com/subject/1848256/,8.0,23020,日,村上春树,上海译文出版社,東京奇譚集,林少华,2006-7,148,13.00,平装,村上春树文集,9787532740536,《东京奇谭集》收有五部短篇小说，分别为《偶然的旅人》、《哈纳莱伊湾》、《在可能找见的地方，无论哪里》、《天天移动的肾脏石块》和《品川猴》。五篇奇谭中最奇的是最后一篇《品川猴》。一个叫安藤瑞纪的年轻女子得了一种“忘名症”，每星期有一两次想不起自己的名字，几经周折，查明“忘名症”起因于一只猴……虽说是“奇谭”，但村上春树在小说中讨论的仍然是形而上的人生问题。 谭通谈，奇谭即奇谈、奇闻之意。众所周知，村上小说的篇名大多声东击西，避实就虚，而这部短篇集却表里如一，果然是发生在东京的奇谭。小说通过偶然性突出了人生命运的神秘感。 在这部短篇集里，村上春树一如既往，依然在不动声色地拆除着现实与非现实或此岸世界与彼岸世界之间的篱笆，依然像鹰一样在潜意识王国上空盘旋着，寻找更深更暗的底层，依然力图从庸常的世俗生活中剥离出灵魂信息和人性机微。,村上春树（1949－ ），日本小说家。曾在早稻田大学文学部戏剧科就读。1979年，他的第一部小说《听风之歌》问世后，即被搬上了银幕。随后，他的优秀作品《1973年的弹子球》、《寻羊冒险记》、《挪威的森林》等相继发表。他的创作不受传统拘束，构思新奇，行文潇洒自在，而又不流于庸俗浅薄。尤其是在刻画人的孤独无奈方面更有特色，他没有把这种情绪写成负的东西，而是通过内心的心智性操作使之升华为一种优雅的格调，一种乐在其中的境界，以此来为读者，尤其是生活在城市里的人们提供了一种生活模式或生命的体验。
53,少有人走的路,https://book.douban.com/subject/1775691/,8.3,98283,美国,斯科特·派克,吉林文史出版社,The Road Less Traveled,于海生,2007-1,231,26.00,平装,少有人走的路,9787807023777,这本书处处透露出沟通与理解的意味，它跨越时代限制，帮助我们探索爱的本质，引导我们过上崭新，宁静而丰富的生活；它帮助我们学习爱，也学习独立；它教诲我们成为更称职的、更有理解心的父母。归根到底，它告诉我们怎样找到真正的自我。 正如开篇所言：人生苦难重重。M·斯科特·派克让我们更加清楚：人生是一场艰辛之旅，心智成熟的旅程相当漫长。但是，他没有让我们感到恐惧，相反，他带领我们去经历一系列艰难乃至痛苦的转变，最终达到自我认知的更高境界。,M·斯科特·派克，我们这个时代最杰出的心理医生，他的杰出不仅在其智慧，更在于他的真诚和勇气。儿童时，他就以“童言无忌”远近闻名；少年时，他又勇敢地放弃了父母为他安排的辉煌前程，毅然选择了自己的人生道路，最终当上了一名心理医生。他曾在美军日本冲绳基地担任心理医生，为美军军官做心理医生。在近二十年的职业生涯中，他治俞了成千上万个病人，他以从业经验为基础写作的《少有人走的路》，创造了出版史上的一大奇迹。
