,书名,豆瓣链接,评分,评分人数,作者国籍,作者,出版社,原作名,译者,出版日期,页数,价格,装帧,丛书,ISBN,内容简介,作者简介
21,20世紀少年01,https://book.douban.com/subject/1459623/,9.4,5920, ,浦沢直樹,東立,20世紀少年01-ともだち,磊正傑,2000 年,210,NT$90,平裝 /   32K,二十世纪少年/20世纪少年,9789573498544,官方网站： http://www.spi-net.jp/20century/20century.html,"浦沢直樹 罗马音：Naoki Urasawa 出生地：日本东京都府中市 出生日：1960.1.2 性别：男 取得奖项：1990年以《YAWARA！/柔之道/以柔克刚》取得第35回小学馆漫画赏 履历： 1982年入选小学馆新人漫画赏，翌年以《BETA！！》（『辣手13』别册刊载）出道，其后曾经当野部利雄的助理。85年在小学馆的漫画杂志《BIG COMIC ORIGINAL》中连载《PINAPPLE ARMY》(原作：工藤和也）。翌年于《BIG COMIC SPIRITS》连载以柔道为题材的漫画《YAWARA！（柔之道）》。由于这作品大受欢迎，所以在89年被改编为TV动画和电影动画。浦泽老师还在《BIG COMIC ORIGINAL》中连载《MASTER KEATON》，这是一套把考古学和推理元素组合而成的作品。93年《YAWARA！》连载完毕之后，开始连载《HAPPY！》。这也是一套由少女当主角的网球漫画。另一方面，他还在《BIG COMIC ORIGINAL》连载《MONSTER》。这作品是以欧洲为舞台，故事讲述一名日本外科医生追踪一名年青杀手，而警察也在追踪这位日本外科医生，此外还有新纳粹党的出现等等。由于故事是由多重结构组成，所以令这作品充满魅力。现在浦泽老师的最新作是改编自""漫画之神""手冢治虫<地上最大机器人>的<PLUTO>,<20世纪少年>已经完结。 作品一览： YAWARA！（全29期）（小学馆） 《以柔克刚》 PINAPPLE ARMY（全8期）（小学馆） 《终极雇兵》 MASTER KEATON（全18期）（小学馆） 《危险调查员》 跳舞警官！（全1期）（小学馆） HAPPY！（全23期）（小学馆） 《网坛小魔女》 JIGORO（浦泽直树短篇集）（全1期）（小学馆） 《柔道爷爷》 N.A.S.A（全1期）（小学馆） KEATON动物记（全1期）（小学馆） MONSTER（全18期）（小学馆） 20世纪少年（全22期）21世纪少年(全2册)（小学馆） PLUTO （连载中）"
22,哥伦比亚的倒影,https://book.douban.com/subject/1460313/,8.4,10854, ,木心,广西师范大学出版社, , ,2006-1,167,22.00,平装,木心作品八种,9787563358243,《哥伦比亚的倒影》是木心的第一部简体中文版作品，内中选编《九月初九》、《哥伦比亚的倒影》、《上海赋》等最能表现木心行文风格的散文13篇，并全文刊印1986年5月9日纽约《中报》副刊《东西风》发起的“木心的散文专题讨论会”文本。,木心，1927年生，原藉浙江。上海美术专科学校毕业。1982年定居纽约。 著有散文集《琼美卡随想录》、《散文一集》、《即兴判断》、《素履之往》、《马拉格计画》、《鱼丽之宴》、《同情中断录》；诗集《西班牙三棵树》、《巴珑》、《我纷纷的情欲》、《会吾中》；小说集《温莎墓园日记》。
23,浮沉,https://book.douban.com/subject/3043491/,7.7,13173, ,崔曼莉,陕西师范大学出版社, , ,2008-5,337,32.00,平装,浮沉,9787561342411,赛思中国的前台乔莉借助总裁秘书这块跳板成功转型为销售后，她一面承受着没有销售经验的压力，一面备受办公室政治的困扰。正苦恼间，一个价值7亿的大单与她不期而遇。在这场没有流血却你死我活的搏杀中，她是一颗悲壮的棋子，又是一名无畏的勇士，她既可能一战成名，也可能沦为阵前的炮灰……,崔曼莉，女，毕业于南京大学，做过电视节目主持人、策划人，有过国企、知名外企从业经历，2004年进入互联网产业，现为某高科技公司执行总裁。2007年9月化名京城洛神，在网络发表长篇小说《浮沉》第一部，引起轰动。
24,胭脂扣 生死桥,https://book.douban.com/subject/1032581/,8.5,6516, ,李碧华,花城出版社, , ,2006-7,483,29.00,平装,李碧华文集,9787536035034,这本书收入《胭脂扣》和《生死桥》两个长篇。《胭脂扣》写的是香港红牌妓女如花死后回到人间寻找旧爱，当年她与纨绔子弟十二少双双殉情，谁知十二少获救，阴阳相隔，由此衍生一个爱与背叛的悲情故事。该小说被视为“女性主义”意识觉醒之代表作。《生死桥》写的是旧时代三名梨园子弟生死相缠、刻骨铭心的爱情故事，深刻揭露了旧社会娱乐圈的种种黑幕。,李碧华原名李白，是香港文坛大名鼎鼎的才女。她才高意广，行踪神秘，从不在大庭广众前抛头露面，坚持不公开照片、身世、年龄，容貌不详。曾任教师兼任多份职业。1976年秋至今，任记者及电影、电视编剧，并撰写专栏。著有《白开水》、《爆竹烟花》、《青红皂白》、《胭脂扣》、《霸王别姬》、《纠缠》、《秦俑》、《诱僧》、《青蛇》等，多部作品改编成电影。擅长写情，揭示人物复杂丰富的心灵世界，表达了作者对情的执著追求，并融入历史的、社会的、美学的、哲学的意蕴，所以她书中的人物独具一格，故事别出心裁、瑰奇诡异、雅俗共赏，为她赢得了“天下言情第一人”的美誉。
25,圆舞,https://book.douban.com/subject/1470158/,8.0,14734,加,亦舒,南海出版公司, , ,2002-10,269,17.00,平装,亦舒精选,9787544222495,周承钰被父母抛弃后，傅于琛收其为义女，但两人间的感情却是微妙万千。傅一方面对承钰万分关注，一方面不停地结交女友，甚至两次结婚。承钰则牢记傅教给她的圆舞规则，甘心等待，并在继承了继父的遗产之后，摆脱了傅为其安排的生活方式，试图以平等的地位争取爱情的结果。然而，傅仍认为承钰尚未长大而继续回避她。承钰凭着天生丽质，成为国际名模并与经纪人袁祖康结婚。离婚后，袁因藏毒入狱而自杀身亡，等到傅终于决定回到承钰身边的时候，承钰却……,
26,诚品副作用,https://book.douban.com/subject/2294740/,7.7,4574, ,李欣频,电子工业出版社, , ,2007-10,197,39.80,平装24开, ,9787121050831,作家纷纷上电视节目打广告，广告人纷纷在广告上偷渡文学欲变成作家。李欣频的文案作品，就是广告文学化的典型例子。她用自己的思辨张力和另类美感，见证了台湾“诚品书店”一路的传奇历程。跟“诚品”的十几年缘分，亦成就了李欣频台湾“文案天后”的地位。 你即将翻开的，不仅是一个处处布满陷阱的文字迷宫，更是一个折射台湾社会生活面面观的读本。你即将认识的李欣频，不仅是一个会写绝美文案的广告人，更是一个横跨广告、创意、教育、旅行、美食、网路、建筑、爱情、灵修的创意生活家。,李欣频，台湾政治大学广告研究所硕士。曾任广告公司文案、诚品书店特约文案、Acer数字艺术中心特约文案创意。现在北京大学攻读博士，并在北大新闻传播学院任教“广告策划与创意”课程。 广告作品包括：中兴百货、远东百货、诚品书店、诚品商场、Acer数字艺术中心、富邦艺术基金会、台新银行玫瑰卡、台北艺术节、莺歌陶瓷博物馆、统一企业、雅虎奇摩……
27,富江 PARTIII,https://book.douban.com/subject/1441241/,8.5,5426, ,伊藤润二,东立出版社, , ,2003/01/07,221,NTS110,平装, ,9789861114927,,"最近伊藤潤二名氣如日中天，在台灣的人氣也相當旺，東立不但將其舊作以漫畫精選的方式集結出書，他的新作亦不斷地代理來台，本周要介紹的這部【富江 PART III】，便是2003年1月才剛集結的新作。   【富江系列】是伊藤相當重要的作品，因為它不但是伊藤的出道作，伊藤依然持續不定期為【富江】畫新作。由【富江】，可以感受到伊藤這些年來畫工及內容上取向上的改變。   由本書前半段依然是維持著【富江】原始基調---""一個讓男人愛到無法自拔而將她分屍的女人。但分屍之後，每一部份的屍塊又會再生成一個完整的富江，然後再被分屍…如此不斷地重覆""，但本書最後幾回談論了富江的""成長""與""老化""，將【富江】帶到另一個新領域。   若是想要進來伊藤恐怖世界玩玩的話，富江將是你最佳的入門導覽…"
28,骗局,https://book.douban.com/subject/1485225/,7.3,11997,美,丹·布朗,人民文学出版社,Deception Point,朱振武,2006-3,410,29.00,平装, ,9787020054565,美国总统大选在即，共和党总统候选人参议员塞奇威克·塞克斯顿猛烈抨击现任总统的航空航天政策，得到了大多数美国选民的支持，形势对现任总统的连任极为不利。就在这个关键时刻，国家航空航天局向总统报告了一项惊人的科学成果：他们在北冰洋之下有重大发现……这个发现对美国的航空航天政策和迫在眉睫的总统大选都意义重大。 为了证实这项非同小可的发现，总统派遣国家勘测局的情报分析员，同时也是总统竞选对手的千金雷切尔·塞克斯顿前往冰川覆盖、气候恶劣的北极圈，与极富个人魅力的偶像型科学名人迈克尔·托兰以及几位来自不同领域的科学家一道对之进行核查。雷切尔和迈克尔意外地发现了一个不可思议的科学骗局。 还没来得及跟总统取得联系，雷切尔和迈克尔就遭到了三角洲特种部队的几个神秘杀手的袭击。这些杀手被一只企图不顾一切掩盖真相的幕后黑手操纵。雷切尔和迈克尔开始了惊险刺激的逃亡之旅，支撑他们活下来的最后一丝希望就是要查明真相……,丹·布朗（Dan Brown，1964- ）是美国小说界新宠，当今世界最畅销的作家之一。他的《达·芬奇密码》一经问世就高踞各大畅销书排行榜榜首，创下书市奇迹，在中国也掀起了一阵热潮。丹·布朗的另外两部小说《数字城堡》和《天使与魔鬼》的中译本已由本社出版。《骗局》是他写于《达·芬奇密码》之前的作品。 译者：朱振武，教授，博士后，被媒体称为丹·布朗的“御用翻译家”，专著有《在心理美学的平面上：威廉·福克纳小说创作论》等多部，译著有《达·芬奇密码》、《破解〈达·芬奇密码〉》、《数字城堡》、《天使与魔鬼》、《御珠奇案》、《魔犬》等近二十部，编著有《英语夜读十五分钟》（四卷本）等多种。学术兴趣主要为英美小说美学、英美文学与文化、比较文学和文学翻译。
29,GTO Vol. 1,https://book.douban.com/subject/1456831/,9.0,5074, ,Tohru Fujisawa,TokyoPop, , ,2002-4-23,192,9.99美,平装, ,9781931514934,"Meet Eikichi Onizuka, a 22-year-old virgin and ex-biker. He’s crude, foul-mouthed, and has a split second temper. His goal: to be the Greatest High School Teacher in the World! Of course the only reason he wants to be a teacher is so he can try and score with the hot students Before he can become a teacher, he’s got to work as a student teacher to earn his credentials. Onizuka may think he’s the toughest guy on campus, but when he meets his class full of bullies, blackmailers, and scheming sadists, he’ll have to prove it.",ewr
30,unknow,https://book.douban.com/subject/1079509/,unknow,unknow, , ,, , , , , , , , ,,
31,机器猫哆啦A梦（共45册）,https://book.douban.com/subject/1102403/,9.7,12339,日本,藤子·F. 不二雄,吉林美术出版社, ,碧日,2002-9, ,180.00,平装, ,9787538613117,故事从一个小学4年级学生大雄开始。大雄并不是个非常优秀的学生，像不少小孩子一样，他在学校里成绩平平，也没有其他的什么长处。有一天，大雄打开自己的课桌，一只猫型机器人突然从抽屉里跳了出来，而这就是哆啦A梦。它是由大雄的后代从22世纪里给送来的，目的是帮助大雄解决许多他暂时无法解决的问题，并且尽可能地满足大雄的愿望。整个故事围绕着大雄和哆啦A梦这两个主角展开。 哆拉A梦的故事将孩子们带进了一个奇妙的、极富幻想力的世界，也正因此，哆拉A梦能够作为一个长青的形像，伴随了几代少年儿童的成长。,《机器猫哆啦A梦》的作家是藤本弘和安孙子素雄两位漫画家。 藤子·F. 不二雄是藤本弘的笔名，他生于1933年12月1日，1996年9月23日逝世。日本富山县高冈市人。 藤子不二雄A是安孙子素雄的笔名，他是富山县冰见市人，1934年3月10日生。 1944年，安孙子转入藤本就读的高冈市立定冢小学5年级2班，两位漫画家在那时结识了。他们两人志同道合，曾一起绘制卡通幻灯片，并在藤本自制的投射幻灯机上放映给邻近的小朋友看，受到欢迎。 1954年，两个20岁的年轻人为了创作出真正的漫画，一起来到日本漫画的中心东京，准备做职业漫画家，并开始使用共同的笔名“藤子不二雄”。 1969年12月，藤本和安孙子合作，以藤子不二雄为笔名，依据他们自己的童年生活创作了漫画《机器猫》。 1973年两人获得了漫画家协会优秀奖和文部大臣奖。 1974年《机器猫》单行本开始出版，1977年销量突破500万本，1980年破3000万本记录，1984年达到5000万本，1988年又达到6500万本的销量，到了1991年，销量已经超过8000万本。 1987年12月23日，藤本和安孙子决定拆伙，而后《机器猫》由藤本弘独力创作。 同时，两人也分别在原笔名中加入自己姓氏开头的英文字母作为区别。藤本弘的笔名改为藤子不二雄F，安孙子素雄则改为藤子不二雄A。 1989年2月，藤本的友人石森章太郎建议他将笔名改为“藤子·F. 不二雄”，藤本弘采纳了这个建议；安孙子素雄则一直使用藤子不二雄A为笔名。 1996年9月21日，藤本弘在绘画电影原作《大雄的钥匙城历险记》的过程中突然昏倒在画桌上，手里还握着画笔。经抢救后仍回天无力，藤本弘于9月23日凌晨2点10分逝世，终年63岁。
32,君主论,https://book.douban.com/subject/1060774/,8.7,19919,意,尼科洛·马基雅维里,商务印书馆,Il Principe,潘汉典,2005-10,131,9.00,平装,汉译世界学术名著丛书·政治法律社会,9787100016483,作者马基雅维里（1469—1527），近代政治思想的主要奠基人。在中世纪后期的政治思想家中，马基雅维里第一个明显地摆脱了神学和伦理学的束缚，为政治学和法学开辟了走向独立学科的道路。本书是马基雅维里的代表作，被誉为“一本毁誉参半的奇书，一直被奉为欧洲历代君主的案头之书，政治家的最高指南，统治阶级巩固其统治的治国原则，人类有史以来对政治斗争技巧最独到最精辟的解剖”。本书自1532年开始印行，迄今480多年，被西方评论界列为是与《圣经》《资本论》等相提并论的、影响人类历史的十部著作之一。,尼科洛·马基雅维里(Niccolò  Machiavelli 1469—1527)是意大利佛罗伦萨的政冶家、外交家；同时是一位思想家——政治思想家。马克思曾经肯定马基雅维里及其后一些近代思想家在国家观上摆脱神学的束缚说，他们“已经用人的眼光来观察国家了，他们都是从理性和经验中而不是从神学中引出国家的自然规律；”并且又一次指出马基雅维里及其后的一些近代思想家使政治研究独立于道德，他说：“从近代马基雅维里……以及近代的其他许多思想家谈起，权力都是作为法的基础的，由此，政治的理论观念摆脱了道德，所剩下的是独立地研究政冶的主张，其他没有别的了。”马基雅维里是第一个使政治学独立，同伦理家彻底分家的人，有“资产阶级政治学奠基人”之称，并且是历史家、军事著作者、诗人和剧作家。在所有这些方面都有其传世的著作，包括《君主论》、《论提图斯·李维著〔罗马史〕前十卷》三卷(下称《李维史论》)、《佛罗伦萨史》八卷、《兵法》(直译：《战争的艺术》)七卷、《曼陀罗华》(喜剧)，还有其他剧本、诗、文以及大量的关于出使各国的情况报告和通讯等等。
33,心理学与生活,https://book.douban.com/subject/1032501/,8.8,19203,美,理查德·格里格 / [美国,人民邮电出版社, ,王垒 / 王甦,2003-10,621,88.00,平装,新曲线·心理学丛书,9787115111302,《心理学与生活》是美国斯坦福大学多年来使用的教材，也是在美国许多大学里推广使用的经典教材，被ETS推荐为GRE心理学专项考试的主要参考用书，还是被许多国家大学的“普通心理学”课程选用的教材。这本教科书写作流畅，通俗易懂，深入生活，把心理学理论与知识联系人们的日常生活与工作，使它同样也成为一般大众了解心理学与自己的极好读物。 作为一本包含着丰富的教育思想和独特教学方法的成熟教材，原书中所有元素——如由600余条词汇及解释组成的“专业术语表”，2000余条“参考文献”，以及近1000条的“人名和主题索引”等等，对于教学、研究和学习都十分宝贵，此中译本完整地翻译和保留了这些资料。,理查德·格里格（Richard J. Gerrig）是美国纽约州立大学的心理学教授。获Lex Hixon社会科学领域杰出教师奖。在认知心理学研究领域有专长，是美国心理学会实验心理学分会的会员。从《心理学与生活》这部经典教科书第14版修订时开始，格里格成为该书的合著者。 菲利普·津巴多（Philip G. Zimbardo）是美国斯坦福大学的心理学教授，当代著名心理学家，美国心理学会主席。40多年来，由于他在心理学研究和教学领域的杰出贡献，美国心理学会特向津巴多频发了Hilgard普通心理学终生成就奖。由他开创的《心理学与生活》这部经典教科书哺育了一代又一代心理学工作者。津巴多主动让贤，推举格里格为《心理学与生活》第16版的第一作者。
34,爱的地下教育,https://book.douban.com/subject/5289756/,7.9,13161, ,彭浩翔,甘肃人民美术出版社, , ,2010-10,270,39.80,精装, ,9787805884622,本书是2009年9月在彭浩翔博客开设的《爱的地下教育》答信专栏，专门解答读者各种奇难杂症。内容涉及爱情辅导、性教育、心理治疗等范围。 由于文字恶搞辛辣，推出后迅即于网络火热。每周数十万网民追捧转发，更被各大报刊杂志邀请开设《爱》的专栏，在《外滩画报》、《城市画报》、《男人装》等总发行量超过一百六十多万份的报刊杂志上连载。同时，该书已被网络媒体及电影公司洽购改编版权，计划以其内容改编成同名单元式网络感情节目及电影，足见此栏在答问界中风头的一时无两。,"彭浩翔，1973年生於香港。5歲時被任職社工的母親懷疑患輕度智障，欲將他送往特殊小學，但卻在智力測驗中，證實為智商達135分的天才兒童。母親於是轉念，祈望栽培他成為科學家，可惜彭從小學業成績欠佳，中學時五度轉校，並經常曠課逃學，從後門潛進電影院裡看霸王電影。 自12歲起便與兄長用攝錄機自導自演錄像短片。其後於高中時，由於運動細胞不濟, 因此決定寫文章, 在女生面前裝文藝青年。 1994年，彭輟學加入亞洲電視任綜藝節目編劇，同時為報章撰寫小說及影評。 2001年執導首部電影《買凶拍人》。彭身兼作家、製片人、編劇及導演多重身份，電影及文字創作繁多, 曾獲香港金像獎最佳新導演、香港最佳電影首作獎、香港金紫荊最佳編劇、香港金紫荊最佳創意獎、釜山影展PPP獎、葡萄牙波圖影展最佳亞洲電影、曼谷世界影展最佳電影及台灣時報文學獎；執導電影作品有《買凶拍人》、《大丈夫》、《公主復仇記》、《AV》、《伊莎貝拉》、《出埃及記》、《志明與春嬌》及《維多利亞壹號》；文字著作則有短篇小說集《破事兒》。 彭創作類型混雜，但朋友公認其最傑出的才華，就是品評人時的賤嘴毒舌。為免浪費天賦，因此決定於2009年9月在博客開設《愛的地下教育》答信專欄，專門解答讀者各種奇難雜症。由於文字惡搞辛辣，推出後迅即於網絡火熱。每周數十萬網民追棒轉發，更被各大報刊雜誌邀請開設《愛》的專欄，雖然約稿媒體眾多，但他卻堅持不濫答。但由於專欄太受歡迎，因此即使一篇回信在某雜誌首刊後，仍被別家媒體爭相邀作二輪轉載（當然要付稿費），更被電影公司洽購版權，計劃以其內容改編成電影，足見此欄在答問界中風頭的一時無兩。但與此同時，彭 卻決定急流勇退，在專欄結集成書之時，金盤洗手淡出答問界。彭目前游居香港及北京兩地。"
35,人·兽·鬼,https://book.douban.com/subject/1058679/,8.7,11605, ,钱钟书,生活·读书·新知三联书店, , ,2002-5,123,10.00,平装,钱锺书集,9787108016850,《人·兽·鬼》包括《上帝的梦》、《猫》、《灵感》、《纪念》四部短篇小说。,钱钟书，原名仰先，字哲良，字默存，号槐聚，曾用笔名中书君，中国现代著名作家、文学研究家。曾为《毛泽东选集》英文版翻译小组成员。晚年就职于中国社会科学院，任副院长。书评家夏志清先生认为小说《围城》是“中国近代文学中最有趣、最用心经营的小说，可能是最伟大的一部”。钱钟书在文学，国故，比较文学，文化批评等领域的成就，推崇者甚至冠以“钱学”。其夫人杨绛也是著名作家。
36,噪音太多,https://book.douban.com/subject/3644791/,7.4,6898, ,梁文道,花城出版社, , ,2009-3,289,30.00,平装, ,9787536056008,《噪音太多》是梁文道的文化艺术随笔集，显现的却是一个私家知识分子的轨迹。纯粹音乐怎么听、电光幻影怎么迷、电视末日到了吗，都是私家偏好。随口道破，妙论横生，个人性情跃然纸上。但是，其公共关怀又无处不在，比如，娱乐到底是什么。梁文道一向被称为公共知识分子，是典型的杂家。,梁文道，1970年生于香港。1988年开始撰写艺评、文化及时事评论，并曾参与各种类型的文化及社会活动。现职凤凰卫视评论员，为《南方周末》及《南方都市报》等中国内地、香港及马亚西十余份报刊杂志专栏作家。
37,如果在冬夜，一个旅人,https://book.douban.com/subject/2136484/,8.7,9499,意,伊塔洛·卡尔维诺,译林出版社,Se una notte d'inverno un viaggiatore,萧天佑,2007-6,300,25.00,平装,卡尔维诺作品集,9787544701983,《如果在冬夜，一个旅人》由框架故事和嵌入小说两部分组成。框架故事以男性读者“你”作主角，“你”是整本书的“隐设读者”，也是实际在进行阅读的读者。话说，你兴致勃勃地买来卡尔维诺的新小说《如果在冬夜，一个旅人》，正看到入迷之处，没想却因书页装订错误而被迫中断阅读。你迫不及待地去寻找下文，不料拿回来却是另一部小说，读到高潮迭起之际，书又戛然而止……如此这般的阴错阳差一再发生，你锲而不舍地追索其下文，一部接一部地找来读，前后总共阅读了十部互异其趣的小说之开头，这些“嵌入的小说”的标题正好串成一个句子：（1）如果在冬夜，一个旅人，（2）在马尔泊克镇外，（3）从陡坡斜倚下来，（4）不怕风吹或晕眩，（5）在逐渐累聚的阴影中往下望，（6）在一片缠绕交错的线路网中，（7）在一片穿织交错的线路网中，（8）月光映照的银杏叶地毯，（9）环绕一空墓，（10）什么故事在那头等待结束？ 《如果在冬夜，一个旅人》有时隐约，有时直接地把阅读（及写作）和性爱等同齐观，混为一谈。不少章节的前文和各篇嵌入小说皆涉及情欲挑逗，描写露骨，香艳刺激，不亚于坊间所见的煽色腥小说；同时又隐含深刻寓意，可从心理分析的角度加以诠释。光从这一点，就可以约略看出，这是一本后现代作品：兼容并蓄严肃和通俗文学的特色于一炉，所谓“外行看热闹，内行看门道”，正好人人各取所需，皆大欢喜。,伊塔洛·卡尔维诺，1923年10月15日生于古巴，1985年9月19日在滨海别墅猝然离世，而与当年的诺贝尔文学奖失之交臂。父母都是热带植物学家，“我的家庭中只有科学研究是受尊重的。我是败类，是家里唯一从事文学的人。少年时光里写满书本、漫画、电影。他梦想成为戏剧家高中毕业后却进八大学农艺系，随后从文学院毕业。1947年出版第一部小说《通向蜘蛛巢的小径》，从此致力于开发小说叙述艺术的无限可能。曾隐居巴黎15年，与列维一施特劳斯、罗兰巴特、格诺等人交往密切。1985年夏天准备哈佛讲学时患病。主刀医生表示自己未曾见过任何大脑构造像卡尔维诺的那般复杂精致。
38,垮掉的一代,https://book.douban.com/subject/2159470/,6.8,4222,美国,杰克·凯鲁亚克,上海译文出版社, ,金绍禹,2007-7,140,13.00,平装,杰克·凯鲁亚克作品,9787532743063,《垮掉的一代》是杰克·凯鲁亚克的一部剧作，它久被封存而今又首次被发现。 作品写于1957年秋天，正是凯鲁亚克的经典小说《在路上》发表的同一年。具有讽刺意味的是，这位生前过着颠沛不定生活的作家，其未发表的剧作的节选却被登载在一份男性时尚杂志《最佳生活》上。 剧作叙述了凯鲁亚克文学作品中的著名人物，也是他的另一个自我——杰克及其朋友们酗酒、赌马与吸毒的一天，最大程度，最接近真实地体现了“垮掉的一代”当时的生活写照，真实、自然又不乏颓废，全剧本穿插着对宗教的讥讽和对现实的反叛。“《在路上》出版后，凯鲁亚克在回到佛罗里达家中的一个晚上写就了这个剧本”，凯鲁亚克的传记作者和朋友杰拉德·尼科西亚说。 虽然这个剧本从来没有出版或上演过，不过垮掉派经典电影《采雏菊》正是以其中的第三幕为基础而拍摄的。他的作品代理人斯特林·洛德说凯鲁亚克曾把这个剧本交给好几个制作人，不过都被退了回来。但斯特林觉得这个剧本“极其完美地传达了时代的气氛，其中的角色都依据真实人物而来。” 凯鲁亚克甚至把这个剧本交给当时的影帝马龙·白兰度，希望他来出演，但最终遭到对方的回绝。在《垮掉的一代》剧本被拒绝之后，凯鲁亚克要求把它封存起来。这样，这个剧本在仓库里一直被搁置了几乎50年。 《垮掉的一代》读起来像是一首爵士乐曲，有着快速转换的节奏。这也许不是凯鲁亚克最好的作品，但绝对是他的杰作之一。 对凯鲁亚克来说，没有出版的作品是罕见的。在他生前，他的许多杰作都没有出版，但是过去10年来他的作品大量出版乃至再版，以至成了一种热潮。虽然有《在路上》的成功，但凯鲁亚克死时，口袋里只有91美元。他生前曾经有一段辉煌，但是右翼保守势力对他发起了攻击。他们把他看做是对美国社会价值观的严重威胁。将近50年之后的今天，凯鲁亚克以及他的同伴们，已经成为美国文化中一个不可缺乏的部分，而这部名为《垮掉的一代》的剧作，所以没能在垮掉派当年最活跃的时期上演，但仍不失为一份迟来的文化遗产。,杰克·凯鲁亚克（Jack Kerouac，1922-1969），1922年3月12日，凯鲁亚克出生于马萨诸塞州洛厄尔，父母为法裔美国人，他是家中幼子。他曾在当地天主教和公立学校就读，以橄榄球奖学金入纽约哥伦比亚大学，结识爱伦·金斯堡、威廉·巴勒斯和尼尔·卡萨迪等“垮掉的一代”。 凯鲁亚克大学二年级退学从事文学创作，并辗转于美国海军和商用航运公司等处。1950年，第一部小说《乡镇和城市》出版。1957年的《在路上》问世后，他成为“垮掉的一代”的代言人，跻身二十世纪最有争议的著名作家行列。他还著有《达摩流浪者》、《地下人》、《孤独的旅人》和《孤独天使》等作品。 1969年10月21日，凯鲁亚克在佛罗里达圣彼得堡去世，享年47岁。
39,湖边凶杀案,https://book.douban.com/subject/2242467/,7.2,14555,日本,东野圭吾,海南出版社, ,赵博,2007-11,216,18.00,平装,日本推理小说大师典藏系列,9787544321815,四对带着孩子到湖边参加升学集训的夫妇，还有一名尾随而至的年轻女子，深夜，女子惨遭杀害。她是谁？凶手又是谁？ 妻子说：“是我杀的。”——丈夫的情人死在了湖边的别墅里。这是发生在有四个家庭参加的升中学考试集训中的事。他们为什么竭力掩盖凶手的犯罪真相？但是，事件的前后总难免会露出不自然的痕迹。真相到底如何？结局正向着难以预料的方向发展…… 在揭开凶杀案的谜团时，也揭开了一个人性的疮疤…… 真正线索并不在于命案的现场，而是藏在前前后后的人物互动之中，藉由那些外表光鲜而内部病态的社会关系，引发出一场不可避免的悲剧。这部作品不是纯粹的本格作品，但影响不是很大。 结局的意外性是东野作品的签名性标记，这部作品的意外性并不十分构成亮点。,东野圭吾是近年备受瞩目的日本推理小说家。他1958年生于大阪，1981年毕业于大阪府立大学电气工学专业，1985年处女作《放学后》获第31届江户川乱步奖，1999年《秘密》获第52届日本推理作家协会奖，2006年《容疑者×的献身》获第134届直木奖，东野圭吾是目本推理小说史上罕见的“三冠王”。他早期以清新流畅的校园推理小说起家，并以缜密细致的剧情布局获得了“写实派本格”之美名，后期的创作逐渐突破传统推理的框架，在悬疑、科幻、社会等多个领域都有所涉及，同时还保持作品兼具文学性、思想性和娱乐性，不停地带给读者新鲜的阅读感受。东野圭吾的小说一直顿受影视界青睐，目前已有19部作品被搬上屏幕，其中电影《秘密》、《绑架游戏》(片名为《g@me》)、《湖边凶杀案》、《变身》、《手纸》，电视剧《白夜行》等为中国观众所熟悉。其影视作品甚至对韩剧也产生了影响。东野圭吾已成为亚洲的重量级作家，也是广大推理迷最喜爱的超级宠儿。
40,唐诗三百首,https://book.douban.com/subject/1013267/,9.4,25899, ,蘅塘退士 / 陈婉俊,中华书局, , ,1984-07-01,229,0.65,平装, ,9787101001105,《唐诗三百首》的旧注本亦有许多种，其中以陈婉俊的补注本简明精当，流行最广。她的注解除简介作者生平外，比较注重语词名物的诠释，博引旁征，字梳句栉，对今天的读者仍有一定的参考价值。,
41,我兔斯基你,https://book.douban.com/subject/3887826/,8.1,7831, ,王卯卯,阳光出版社, , ,2009-7,189,29.30,平装, ,9787806204474,兔斯基是一只面无表情，完全靠肢体动作来表达情绪的兔子，几乎囊获了80后和90后的所有特征：富有想象力、自娱自乐、独立特行、反传统。也自带80后和90后所少有的优点：雍容、睿智、洒脱、富有洞察力。虽然看起来很困顿，内心却是很敏锐、强大、积极，那对象征性的眯眼和软耳，具有独特的解压作用，能消解人心灵负重。它自己的人生观和世界观已经能够成一种人生哲学，基本上可用一句话概括它的形象价值：用情绪改善人生，用想象力改变世界。,王卯卯（MOMO） 2006午9月，王卯卯出于记录创作灵感、创作眯着两只眼的兔子形网络、卯卯博客浏览率于一周内马上飚升200倍，至今总浏览率已将近三千万。
