,书名,豆瓣链接,评分,评分人数,作者国籍,作者,出版社,原作名,译者,出版日期,页数,价格,装帧,丛书,ISBN,内容简介,作者简介
22,无目的美好生活,https://book.douban.com/subject/1968643/,7.3,4775, ,洪晃,中国友谊出版公司, , ,2007-1,187,25.00,平装, ,9787505722668,《无目的美好生活》是洪晃继《我的非正常生活》之后的另一本散文作品。她在书中宣扬了一种“生活的乐趣都在过程里面，而目的只是在长长的过程之后一秒种的高潮”的想法。该书虽然不是一本教你如何才能过上美好日子的生活指南，因为美好的生活有千万种形式，而达至美好生活的路径也有万千条，但是它却是一本读着乐，写着也乐的书。,洪晃最烦把她“归属”为某某某的某某，好吧，就不说这些。 但又难免，比如，她和罗斯福夫人，肯尼迪夫人能攀上校友…… 还是说说洪昂近年来“找”的一些乐吧： ——写了本卖掉20多万册的书，跻身“畅销书作家”之列； ——演了出电影，其喜剧天资得以充分展露； ——上电话，上电台“神侃”各类大人话题； ——开了“博”，据说点击率仅次于老徐…… 她的正业是做出版人，做得有声有色的。用她的话说，是在做一个文化小商人。但业余还是不忘“客串”些别的事，比如这本《无目的美好生活》。
23,地下乡愁蓝调,https://book.douban.com/subject/2295324/,8.5,6082, ,马世芳,广西师范大学出版社, , ,2007-10,249,34.00,平装,阅读亚文化,9787563366972,"这不仅仅是一本乐评集。 这是一本披着音乐外衣的青春事件簿，一部关于已逝年代的往事纪念册。 一九七一年，史上最伟大的摇滚乐团披头士已经解散；乐史""三J”——吉米·亨德里克斯、珍妮丝·乔普林、吉姆·莫里森都已不在人间；一九六〇年代“伍德斯托克国”那个充满鲜花和大麻味的嬉皮梦被滚石乐队的阿尔塔蒙特惨案彻底粉碎。 这时的马世芳，并不知道大洋彼岸的痛苦与迷茫。 一九八一年，胡德夫、杨祖珺已因“美丽岛事件”远离歌坛、各奔东西，“民歌运动”即将走到尽头；随着罗大佑、苏芮、李宗盛、张艾嘉等人的崭露头角，台湾乐坛的巅峰期已在不远处招手。 这时的马世芳，并不知道他家的客厅，正是这场变革的集会场所。 然而，整整“晚出生”一个世代的他，把本属于上一辈人的青春记忆，用一篇篇感同身受的文字记录了下来，转换成为或激动、或落寞、或感伤的种种情怀，如今的我们再随其追忆这些情怀，也许只是为了想要知道自己是从何处而来。 摇滚乐看似热闹，实则无处不浸透着寂寞，我们的青春，又何尝不是如此。",马世芳，一九七一年夏生于台北。写作者、广播人、music543.com站长。 马世芳的文字，往往揉合私我的青春记忆与波澜壮阔的时代背景，笔端饱蘸情感，念旧伤逝之余，也能引领读者侧身历史后台，怀想曾经沧海的激情与幻灭，于同代人中独树一帜。 父亲是作家亮轩、母亲是广播人陶晓清，马世芳耳濡目染，自小喜作文，九岁开始做广播，十五岁因为一卷披头士精选辑迷上老摇滚，并梦想以文字和音乐为生。 大学时代一面主编《台大人文报》、一面在中广青春网引介经典摇滚乐。毕业前夕和社团同学合编《1975-1993台湾流行音乐百张最佳专辑》，虽是学生作品，选题制作却出手不凡，至今仍被视为乐史重要文献。 一九九五年退伍，编纂《永远的未央歌：校园民歌20年纪念册》，亦成为研究台湾流行音乐的必读参考书。廿七岁和朋友合著《在台北生存的一百个理由》，轰动华人文化圈，开类型出版风气之先。 二〇〇〇年，马世芳创办音乐社群网站“五四三音乐站music543.com”，跨足社群经营与独立音乐发行事业，屡获台湾金曲奖与华语音乐传媒大奖肯定。 二〇〇六年，第一本散文集《地下乡愁蓝调》在台湾出版，获得各方赞誉，入选《诚品好读》选书单、读书人年度最佳书奖，入围金鼎奖“最佳文学语文类图书奖”。 马世芳目前在News98主持“音乐五四三”节目，并持续撰写杂文、专栏与音乐文字。
24,我为歌狂,https://book.douban.com/subject/1034479/,6.5,13333, ,解嬿嬿 / 曾炜,上海人民出版社, , ,2001-7,261,15.00,平装, ,9787208038585,"《我为歌狂》是一部校园青春偶像小说。反映校园生活及流行音乐、流行乐队、流行歌手的喜怒哀乐；表现青年生活中所欠缺而又内心热切渴望追求的悲欢离合。 小说中的主人公是南华高中的一群帅哥靓女，故事围绕他们组建男生乐队""OPEN”和女生乐队""HAPPY”展开，校园生活、流行音乐、偶像崇拜、少男少女的恋情、学生与老师的冲突…… 小说与同名电视卡通片于2001年8月1日同步亮相。",解嬿嬿，70年代生于上海，1998年毕业于上海戏剧学院戏剧文学系，现为上海美术电影制片厂编剧。 曾获第二十届中国金鹰奖最佳动画片编剧奖、第一届中国动画协会奖最佳编剧奖。其作品主要有：《一光年的距离有多远》（漫画版）、《心的1/2》、《一光年的距离有多远》、《心的1/2》、《爱上爱情》、《我为歌狂》、《喜欢你》、《星星的记号》、《米奇的甜心屋》。其他作品：26集电视动画系列片《咕噜先生》编剧；52集电视动画长片《我为歌狂》策划、编剧；24集电视剧《后天美女》编剧；话剧《我为歌狂》编剧。
25,开到荼縻,https://book.douban.com/subject/1016063/,7.6,7049, ,（香港）亦舒,海天出版社, , ,1998-4,202,9.80,平装,亦舒作品系列,9787806154410,王韵娜带着感情上的重创出走美国。七年后回香港，邂逅时装界骄子左文思，二人将成连理。谁知左文思的姐夫却是韵娜的旧情人滕海圻，新的恶梦开始上演。膝以帮助王家偿还巨额债务为条件逼迫韵娜离开文思。心灰意冷的韵娜决定再次出走北美，正在此时，传来了滕海圻被杀的消息……,亦舒，言情文学作家。原名倪亦舒，兄长是香港作家倪匡。1946年生于上海，祖籍浙江镇海，五岁时定居香港。中学毕业后，曾在《明报》任职记者，及担任电影杂志采访和编辑等。1973年，亦舒赴英国修读酒店食物管理课程，三年后回港，任职富丽华酒店公关部。后进入政府新闻处担任新闻官，另还作过电视台编剧。现为专业作家，已移居加拿大。
26,她是女子，我也是女子,https://book.douban.com/subject/1458164/,8.3,9736, ,黄碧云,麥田出版有限公司, , ,1994/10,203,HK$47,平装, ,9789577082077,黃碧雲第一部小說集。如此年輕，如此才情橫溢，卻又如此滄涼酸楚，這「揚眉女子」也算是世紀末香港的獨特產物。在她小說中，生命都是漂泊無依的，在外部世界糾纏，在內心世界煎熬，一起沉淪，只有過去，沒有未來。小小的歡喜，沉重無邊的痛苦，生命便是以巨大的痛苦換取微不足道的喜悅。到最後喜悅也非所求，只剩下對死亡的期待。,黃碧雲 名文化評論家南方朔說：「黃碧雲乃是香港數一數二的作家之一，她無論在作品的敘述風格和思想上都與眾不同，在頹廢中暗寓救贖，在暴烈裡則多溫柔……」名作家楊照說：「讀黃碧雲的小說，要先懂得什麼是耽溺；讀黃碧雲的小說，讓我們探測絕望這樁重罪在我們生命的意義……」黃碧雲，一九六一年生於香港，香港大學社會學系犯罪學碩士，香港大學專業進修學院法律專業文憑。曾任新聞記者，為合格執業律師。她的小說創作深具特色與驚嘆，「寫與舞」目前是她生活的全部。長久以來重量級的溫柔文字觸動讀者，教人願意追索與守候其作品。黃碧雲的出版作品堪稱質的排行榜，曾獲得第三屆香港中文文學雙年獎小說獎、第四屆香港雙年獎散文獎、第一屆香港藝術發展局文學新秀獎等等，並且多次入選台灣文學小說選集。一九八七年於香港城市當代舞蹈團演出單人表演《一個女子的論述》。二OOO年於香港藝術中心演出讀書小劇場《媚行者》。二OO四年於香港牛池灣文娛中心演出讀書小劇場《沉默‧暗啞》。台北大田出版：《七宗罪》、《突然我記起你的臉》、《烈女圖》（獲1999年中國時報開卷十大好書獎）、《媚行者》、《無愛紀》、《血卡門》、《後殖民誌》（獲2003年聯合報讀書人最佳書獎）。
27,教父,https://book.douban.com/subject/1092335/,9.0,39825,美,马里奥·普佐,译林出版社,The Godfather,周汉林,1997-8,493,23.30,平装,名著译林,9787805674278,"《教父》这部小说的不同凡响的艺术魅力就在于：尽管描写的全是坏蛋，但作者曲尽妙笔，竟然能让读者不痛恨个别坏蛋，而痛恨整个龌龊的社会结构。教父及其继承人——他的小儿子迈克尔本来都是坏透了的坏蛋，但是却并不显得令人痛恨，因为他们杀人是整个不合理的社会逼出来的，因为他们杀的也都是更坏的人，他们同那些在幕后“坐地分赃”的政客比较起来，在“坏”的程度上，可真是小巫见大巫了。 美国纽约五大黑势力集团之一的维托·考利昂一家采用多种极端手段，实现了在整个美国黑暗势力团体中的独尊地位。在这场斗争中有黑团伙之间的火拼；有走私贩毒的嚣张；有赌场的烟云；有红灯区的人欲横流。本书被认为是描写资本主义社会中黑社会现象的最具权威的作品。 "">教父 英文版>>",作者马里奥·普佐是土生土长的美国人，而且是长期生活在资本主义现代文明的心脏——纽约的美国人。第二次世界大战期间，曾在美军中服役。复员后，先在哥伦比亚大学研究文艺创作，后来又在社会调查学院专门研究美国社会的各个方面。他的第一部小说《明争暗斗》被认为是描写战后被占领的德国的最佳小说；他的第二部小说《幸运的香客》被《纽约时报》称之为“小经典作品”。《教父》是作者的第三部小说。这部小说一出版就轰动了整个美国，引起了广泛的评论和赞扬。
28,于丹《论语》心得,https://book.douban.com/subject/1931318/,6.9,11233, ,于丹,中华书局, , ,2006-11,157,20.00,平装, ,9787101053982,《论语》，流传2500多年，影响世代中国人，它的经典语句，每一个中国人耳熟能详。《论语》的真谛，就是告诉大家。怎么样才能过上我们心灵所需要的那种快乐的生活。作者于丹紧扣21世纪人类面临的心灵困惑，结合古典文化，运用女性特有的细腻情感，从中国人的宇宙观、心灵观、处世之道、交友之道、人格修养之道、理想和人生观等七个方面，从独特的个性视角出发来解读《论语》。 灰色的孔子又必须链接多彩的世界。这世界充满生命活力，姹紫嫣红，千姿百态，万类霜天竞自由。正因为有了生活的五彩缤纷，理论的灰色才不显得死寂；也正因为有了思想的高贵纯粹，纷繁的世界才不至于俗不可耐。灰色提升着品位，而多彩保证了活力。这也就是和谐。 于丹为读者讲述的就是这样的孔子，一位链接了多彩世界的灰色孔子。链接是广泛的，东西南北，古今中外。主题却是单纯的，单纯到没有色彩，没有性别，没有时间和空间，只有温度。 全书以白话诠释经典，以经典诠释智慧，以智慧诠释人生，以人生诠释人性，以人性安顿人心，体悟经典的普适智慧。,于丹，北京师范大学教授，中国古代文学硕士、影视学博士。 北京师范大学艺术与传媒学院院长助理、影视传媒系系主任。主攻广播电视媒介学，出版《形象 品牌 竞争力》等专著多部，在《中国社会科学》《文艺研究》《现代传播》等重要学术刊物发表专业论文十余万字。 知名影视策划人和撰稿人。为中央电视台《东方时空》《今日说法》《艺术人生》等50个电视栏目进行策划，2003年中华人民共和国申奥片策划，现任中央电视台新闻频道、科教频道总顾问，北京电视台首席策划顾问；曾获1994年、1996年星光奖最佳撰稿奖，先后担任中央电视台《香港沧桑》等20余部大型专题片及《正大综艺》《中国报道》等栏目撰稿人。 古典文化研究者和传播者。2006年“十一”黄金假日在央视百家讲坛连续七天解读《论语》心得，受到听众的热烈欢迎。
29,双城记,https://book.douban.com/subject/1007772/,8.4,20542, ,查尔斯・狄更斯,人民文学出版社,A Tale of Two Cities,石永礼,1996-08,322,14.10,平装,世界文学名著文库,9787020022298,1775年12月的一个月夜，寓居巴黎的年轻医生梅尼特散步时，突然被厄弗里蒙地侯爵兄弟强迫出诊。在侯爵府第中，他目睹一个发狂的绝色农妇和一个身受剑伤的少年饮恨而死的惨状，并获悉侯爵兄弟为了片刻淫乐杀害他们全家的内情。他拒绝侯爵兄弟的重金贿赂，写信向朝廷告发。不料控告信落到 被告人手中，医生被关进巴士底狱，从此与世隔绝，杳无音讯。两年后，妻子心碎而死。幼小的孤女路茜被好友劳雷接到伦敦，在善良的女仆普洛斯抚养下长大。 18年后，梅尼特医生获释。这位精神失常的白发老人被巴黎圣安东尼区的一名酒贩、他旧日的仆人得伐石收留。这时，女儿路茜已经成长，专程接他去英国居住。旅途上，他们邂逅法国青年查理·代尔纳，受到他的细心照料。 原来代尔纳就是侯爵的儿子。他憎恨自己家族的罪恶，毅然放弃财产的继承权和贵族的姓氏，移居伦敦，当了一名法语教师。在与梅尼特父女的交往中，他对路茜产生了真诚的爱情。梅尼特为了女儿的幸福，决定埋葬过去，欣然同意他们的婚事。 在法国，代尔纳父母相继去世，叔父厄弗里蒙地侯爵继续为所欲为。当他那狂载的马车若无其事地轧死一个农民的孩子后，终于被孩子父亲用刀杀死。一场革命的风暴正在酝酿之中，得伐石的酒店就是革命活动的联络点，他的妻子不停地把贵族的暴行编织成不同的花纹，记录在围巾上，渴望复仇。 1789年法国大革命的风暴终于袭来了。巴黎人民攻占了巴士底狱，把贵族一个个送上断头台。远在伦敦的代尔纳为了营救管家盖白勒，冒险回国，一到巴黎就被捕入狱。梅尼特父女闻讯后星夜赶到。医生的出庭作证使代尔纳回到妻子的身边。可是，几小时后，代尔纳又被逮捕。在法庭上，得伐石宣读了当年医生在狱中写下的血书：向苍天和大地控告厄弗里蒙地家族的最后一个人。法庭判处代尔纳死刑。 就在这时，一直暗暗爱慕路茜的律师助手卡尔登来到巴黎，买通狱卒，混入监狱，顶替了昏迷中的代尔纳，梅尼特父女早已准备就绪，代尔纳一到，马上出发。一行人顺利地离开法国。 得伐石太太在代尔纳被判决后，又到梅尼特住所搜捕路茜及其幼女，在与普洛斯的争斗中，因枪支走火而毙命。而断头台上，卡尔登为了爱情，从容献身。,英国小说家，出生于海军小职员家庭，10岁时全家被迫迁入负债者监狱，11岁就承担起繁重的家务劳动。曾在皮鞋作坊当学徒，16岁时在律师事务所当缮写员，后担任报社采访记者。他只上过几年学，全靠刻苦自学和艰辛劳动成为知名作家。 他生活在英国由半封建社会向工业资本主义社会的过渡时期。其作品广泛而深刻地描写这时期社会生活的各个方面，鲜明而生动地刻画了各阶层的代表人物形象，并从人道主义出发对各种丑恶的社会现象及其代表人物进行揭露批判，对劳动人民的苦难及其反抗斗争给以同情和支持。但同时他也宣扬以“仁爱”为中心的忍让宽恕和阶级调和思想。对劳动人民的反抗斗争抱行动上支持而道德上否定的矛盾态度。表现了他的现实主义的强大力量和软弱空想。 狄更斯一生共创作了14部长篇小说，许多中、短篇小说和杂文、游记、戏剧、小品。其中最著名的作品是描写劳资矛盾的长篇代表作《艰难时代》（1854）和描写1789年法国革命的另一篇代表作《双城记》（1859）。前者展示了工业资本家对工人的残酷剥削和压迫，描写了工人阶级的团结斗争，并批判了为资本家剥削辩护的自由竞争原则和功利主义学说。后者以法国贵族的荒淫残暴、人民群众的重重苦难和法国大革命的历史威力，来影射当时的英国社会现实，预示这场“可怕的大火”也将在法国重演。其他作品有《奥列佛·特维斯特》（又译《雾都孤儿》1838）、《老古玩店》（1841），《董贝父子》（1848），《大卫·科波菲尔》（1850）和《远大前程》（1861），等等。 狄更斯是19世纪英国现实主义文学的主要代表。艺术上以妙趣横生的幽默、细致入微的心理分析，以及现实主义描写与浪漫主义气氛的有机结合著称。马克思把他和萨克雷等称誉为英国的“一批杰出的小说家”。
30,伊斯坦布尔,https://book.douban.com/subject/2042063/,8.4,11507,土耳其,奥尔罕·帕慕克,上海人民出版社,Istanbul,何佩桦,2007-3,352,36.00,平装,奥尔罕·帕慕克作品系列,9787208068223,《伊斯坦布尔：一座城市的记忆》书写的既是一部个人的历史，更是这座城市的忧伤。对帕慕克而言，伊斯坦布尔一直是一座充满帝国遗迹的城市。这个城市特有的“呼愁”，早已渗入少年帕慕克的身体和灵魂之中。如今作为作家的帕慕克，以其独特的历史感与善于描写的杰出天分，重访家族秘史，发掘旧地往事的脉络，拼贴出当代伊斯坦布尔的城市生活。跟随他的成长记忆，我们可以目睹他个人失落的美好时光，认识传统和现代并存的城市历史，感受土耳其文明的感伤。,"奥尔罕·帕慕克（Orhan Pamuk, 1952- ），当代欧洲最杰出的小说家之一，享誉国际的土耳其文学巨擘。出生于伊斯坦布尔，曾在伊斯坦布尔科技技大学主修建筑。2006年获诺贝文学奖，作品已经被译为40多种语言出版。"
31,八百万种死法,https://book.douban.com/subject/1867064/,7.7,8414,美,劳伦斯·布洛克,新星出版社,Eight Million Ways to Die,潘源 / 王默,2006-9,383,29.00,精装,午夜文库·大师系列：劳伦斯·布洛克作品之马修·斯卡德系列,9787802250970,《八百万种死法》里的八百万其实是指纽约市里八百万市民。作者在书中经常写出各种离奇古怪的死法———只是在家里看电视却会无辜被炸死、跟相邻几十年的邻居会因一只新宠物而争执动武死亡。“八百万种死法”的意思是每一个人都有他们死的方法———没有人可以逃避，尤其是在纽约这个光怪陆离的罪恶城市。 一个优雅的皮条客，昌斯，手下有六个姑娘，她们风采各异，有的能写诗，有的熟知报告文学。美丽而天真的金?达科嫩不过是其中之一。她想脱离应召女郎的生涯，找到马修寻求保护，让他跟昌斯说。马修收了金攒的私房钱但没有保住金的命。金被人捣得面目全非，死在公寓中。连金的一些朋友也一个接一个死掉。其中一个姑娘在遗书中写道：“无人愿意为我一掷千金。无人愿意与我共结连理。无人愿意救我一命。我已倦于微笑。我已疲于奔命。美好时光已成过去。” 尽管肯·德金警官说：“妓女自杀，见怪不怪。”马修还是决定为这些逃回公道。尽管受到警告，但他一心一意要追查到底。,劳伦斯·布洛克生于1938年，在上世纪50年代开始写小说。布洛克最早出版的小说《睡不着觉的密探》（1966年）主角是一位名叫伊凡·谭纳的密探，因为在朝鲜战争中脑部受伤，再也无法睡眠，这个角色在之后的系列中不断地出现，最新的是1998年的《冰上的谭纳》。布洛克还有其他受欢迎的系列，比如“杀手凯勒”系列和以纽约二手书商兼盗贼罗登巴尔为主角的“雅贼”系列。 主要著作有：《睡不着觉的密探》、《父之罪》、《在死亡之中》、《谋杀与创造之时》、《别无选择的贼》、《刀锋之先》、《恶魔预知死亡》、《小城》、《死亡的渴望》等。
32,牧羊少年奇幻之旅,https://book.douban.com/subject/3608208/,8.5,156574,巴西,保罗·柯艾略,南海出版公司,O Alquimista,丁文林,2009-3-1,217,25.00,精装,新经典文库·保罗·柯艾略作品,9787544244190,牧羊少年圣地亚哥接连两次做了同一个梦，梦见埃及金字塔附近藏有一批宝藏。少年卖掉羊群，历尽千辛万苦一路向南，跨海来到非洲，穿越“死亡之海”撒哈拉大沙漠……期间奇遇不断，在一位炼金术士的指引下，他终于到达金字塔前，悟出了宝藏的真正所在……,保罗·柯艾略著名作家，1947出生于巴西里约热内卢，被誉为“上帝身边的伟大作家”。少年时代，因叛逆，被视为精神疾病受到三次电击治疗；青年时代，因反对政治独裁，被投进监狱；1986年，38岁的他踏上去往圣城圣地亚哥之路，心灵顿悟。 从1987年的《朝圣》开始，18部作品以68种文字出版、655个版本全球在160多个国家和地区出版发行，销售总量超过1亿册，荣获国际大奖无数，被誉为“唯一能够与马尔克斯比肩，拥有最多读者的拉美作家”。 柯艾略以博大悲悯的心胸、奇绝独特的视角、清澈如水的文字，将哲学沉思、宗教奇迹、童话寓言熔为一体，感动了全球上至各国政要、国际巨星，下至平民百姓、贩夫走卒在内的数以亿计的读者，甚至目不识丁的人，也对他的文字世界无限神往。2007年，由于其作品的深远影响力，联合国聘请他为联合国和平大使。
33,茶花女,https://book.douban.com/subject/1205372/,8.2,8058,法国,小仲马,译林出版社,La Dame aux camélias,郑克鲁,1994-6,159,6.80,平装, ,9787805673066,,
34,我也有一个梦想,https://book.douban.com/subject/1014825/,9.0,15753, ,林达 / 李晓林,生活·读书·新知三联书店, , ,2004-08,428,25.00,平装,林达作品系列,9787108012715,本书通过精彩动人的故事，展示了美国种族问题相关联的，社会意识和法律演进史。介绍了在契约社会里，立法的民众基础，法律对人性的思考，法律的变化与社会理趟的关系等问题。通过作者的叙述，读者能够看到，在法治国家里，民众，尤其是弱势人群怎样运用法律，经过长期抗争，取得自身权益，并由此推动社会认识的深化，使整个国家在消除不公正的历史进程中取得稳定的进步。,林达为两名作者合用的笔名。他们都于1952年出生在上海，1978年进入大学。现居美国。作品有“近距离看美国”系列：《历史深处的忧虑》、《总统是靠不住的》、《我也有一个梦想》，以及《带一本书去巴黎》。译著有《汉娜的手提箱》、《克拉拉的战争》、《盖比橱柜的秘密》等。
35,彼得·潘,https://book.douban.com/subject/1001136/,8.8,11255,英国,詹姆斯·巴里,哈尔滨出版社,Peter Pan,艾柯,2003-7,199,13.80,平装, ,9787806398159,彼得·潘，满口珍珠般的乳牙，穿一身用树叶和树浆做的衣服，一个不愿长大也永远不会长大的可爱的小男孩。 因为害怕长大，他在出生的第一天，就从家里逃了出来，常去伦敦的肯辛顿公园游荡：如今长住在一个叫“乌有岛”的海岛上，成为一群被大人丢失的孩子们的队长。在一个夏夜里，彼得·潘飞到伦敦，趁达林太太不在家，诱使她的小女孩温迪带着两个小弟弟跟他飞回乌有岛。大家推举温迪做母亲，从此过上了童话般奇妙的生活。他们一起做了许多英勇的事，包括一次被掠一了海盗船，彼得·潘与诡计多端的海盗头子胡克决一死战，使他掉进了鳄鱼的口中…… 《彼得·潘》将荒诞幻想、仙人故事、惊险情节，运用性格刻划、心理描写、讽刺和幽默等手段纺织在一个小小的故事里。它既像一场令人眼花缭乱的马戏，又像一首狂想曲，给读者以强烈的震撼力。,"詹姆斯·巴里（James Mattchew Barrie, 1860-1937），英国剧作家、小说家。出生于苏格兰一个纺织工人的家庭。1882年毕业于爱丁堡大学，从事新闻工作数年，并开始文学创作。1919年任安德鲁大学校长；1928年当选为英国作家协会主席；1930年受聘为爱丁堡大学名誉校长。 他的小说运用方言描绘苏格兰农村生活，富有幽默感和浪漫情调。主要作品有《小牧师》、《小白鸟》、《永别了，米莉小姐》。巴里一生创作了许多童话故事和童话剧。“彼得·潘”的名字首次出现在1902年的小说《小白鸟》中。1904年，剧本《彼得·潘》发表，12月27日首次在伦敦公演，引起了轰动。1911年，小说《彼得·潘》出版。随后这部作品被译成多种文字飞向世界，赢得了各国读者的喜爱。"
36,彷徨,https://book.douban.com/subject/1449348/,9.3,62003, ,鲁迅,人民文学出版社, , ,1973-3,162,0.37,平装,鲁迅作品集, ,《彷徨》收入鲁迅1924年至1925年所作的小说，首篇《祝福》写于1924年2月16日，末篇《离婚》写于1925年11月6日，实际的时间跨度是一年半多，1926年由北京北新书局出版，列为作者所编的《乌合丛书》之一。此后印行的版本都与初版同。 书的扉页，有作者的题记： 朝发轫于苍梧兮，夕余至乎县圃；欲少留此灵琐兮，日忽忽将其暮。 吾令羲和弭节兮，望崦嵫而勿迫；路漫漫其修远兮，吾将上下而求索。 《彷徨》鲁迅先生写作于“五·四”运动后新文化阵营分化的时期。原来参加过新文化运动的人，“有的退隐，有的高升，有的前进”，鲁迅当时象布不成阵的游勇那样“孤独”和 “彷徨”。《彷徨》表现了他在这一时期在革命征途上探索的心情。 《彷徨》目录： 《祝福》 《在酒楼上》 《幸福的家庭》 《肥皂》 《长明灯》 《示众》 《高老夫子》 《孤独者》 《伤逝》 《弟兄》 《离婚》,
37,宿命,https://book.douban.com/subject/3615061/,7.5,30485,日,东野圭吾,南海出版公司, ,张智渊,2009-4,265,25.00,平装,新经典文库·东野圭吾作品,9787544244237,《宿命》作为东野圭吾的代表作之一，为写作生涯的分水岭。从此，他笔锋日趋老辣，文字鲜加雕琢．叙述简练凶狠，情节跌宕诡异，故事架构几至匪夷所思的地步：尤其是作品核心开始超越案件，以更宽的视野和更深的笔力关注社会、探讨人性．“人性作家”称号也由此而来。 作品从主人公的孩提时代开始，涉及两代，每一个时间点的背景均不容有误，东野圭吾花费三个月制作出一份时间表．其创作之严谨可见一斑：两个二十余年来彼此敌对却又互相牵挂的宿敌，被一件突发的凶案联系到一起，他们究竟背负着怎样的宿命？,东野圭吾（1958— ），日本作家。生于大阪，大阪府立大学工学部电气工学科毕业。1985年，凭《放学后》夺得第31届江户川乱步奖，开始专职写作，20余年来作品逾60部，斩获众多奖项。1999年，《秘密》获第52届日本推理作家协会奖；2000年，《白夜行》入围第122届直木奖；2001年，《暗恋》入围第125届直木奖；2004年，《幻夜》入围第131届直木奖；2006年，《嫌疑人X的献身》史无前例地将第134届直木奖、第6届本格推理小说大奖及当年度三大推理小说排行榜第1名一并收入囊中。
38,你今天心情不好吗？,https://book.douban.com/subject/1079680/,8.7,5993,澳,布拉德里·特雷弗·格里夫,中信出版社 辽宁教育出版社, ,张志,2002-6,95,20.00,精装, ,9787800734793,这是一本可爱的动物摄影集，有95幅生动的动物照片，包括忧郁的狗熊，寂寞的海狮，等待约会的猴子，憨态可鞫的小胖猪，在恋爱中偏偏起舞的对对天鹅，还有偷吃巧克力蛋糕的鼹鼠。配以幽默的说明文字，让人读起来感到轻松有趣。,布拉德里·特雷弗·格里夫（Bradley Trevor Greive），出生于澳大利亚，曾做过画家、漫画家、家具和玩具设计师、动画片导演、编剧，并担任过伞兵部队的指挥官。他现居悉尼。
39,孔雀森林,https://book.douban.com/subject/1433700/,7.3,10234, ,蔡智恒,新星出版社, , ,2005-9,225,22.00,平装, ,9787801488725,故事始于一则有趣的心理测验：“你在森林里养了好几种动物，马、牛、羊、老虎和孔雀。如果有天你必须离开森林，而且只能带一种动物离开，你会带哪种动物？” 这次男主角与故事中三位女主角的相遇是因为一封寄错的情书，也因主角们所选择的心理测验结果，让主角之间的关系有着隐约的冲突。 文中前半段中出现的两位女主角有着同音不同字的姓名，“刘玮亭”、“柳苇庭”，正因为这样，男主角的情书才会不小心给错人，也因为男主角不知该如何解释这样的误会，而只会呆呆地说“对不起”，而导致伤害了刘玮亭——选择老虎(代表自尊)，而且将她伤得很重，从此男主角对她一直有着深深的愧疚，而她也成了他“右边的石头”。 而另一位女主角柳苇庭——选择羊（代表爱情），需要浪漫来滋润爱情。两人的交往过程中因为双方性格的差异，而非柳苇庭心心念念的“不浪漫”，导致这段感情最后也是无疾而终。 男主角经历了这两段感情后心中有着无限的愧疚与遗憾，直到“李珊蓝”的出现——一个同样选择孔雀的女生。两个同样选择孔雀的人，有着相似的本质，和截然不同的表现。因她的提醒，男主角有再次面对刘玮亭的勇气，让他的心中不再有愧疚，而在两人的相处中男主角也发现了她对他的重要性。 最后，男主角终于真正面对“金钱”和“爱情”的两难抉择。虽然想带着孔雀离开森林，但孔雀却不想成为男主角开屏的阻碍而离开，但他们都知道会有重逢的一天。 生命中有太多的巧合，而心理测验只是这些巧合的一些合理解释，但不全然是标准答案。请相信心中爱情的声音，相信自己。,蔡智恒，网络上的昵称是痞子蔡。1969年，台湾成功大学水利工程博士。1998年于BBS发表第一部小说《第一次的亲密接触》，造成全球华文地区的痞子蔡热潮。自此以后，左脑创作小说，右脑书写学术论文，独树一格。现于成功大学担任博士后研究员。
40,雕刻时光,https://book.douban.com/subject/1005660/,9.1,4873,苏,安德烈·塔可夫斯基,人民文学出版社,Sculpting in Time,陈丽贵 / 李泳泉,2003-08,286,25.00,平装,电影眼图书,9787020039852,许多影评人曾试着诠释其浓烈的个人化视野，却始终难以企及。终于，在这本《雕刻时光》里，他记录了自己的思想、回忆，首度披露其重要作品的创作灵感、发展脉络、工作方法以及浓烈的自传内涵，并深入探究影像创作的种种问题。这些文章系长期陆续写成，惟《牺牲》一章口述于其生命最后几周。在这本艺术证言里，我们看到这位大师在“一团时间”里雕塑生命，仿佛时间奔驰穿越镜头，烙印于画面之中。,安德烈·塔可夫斯基：一九三二年生于俄罗斯札弗洛塞镇，是诗人阿尔谢尼伊·塔可夫斯基之子。曾就学于苏联电影学院，一九六一年毕业。他的电影曾经赢得多项国际性大奖；第一部长故事片《伊万的童年》于一九六二年获得威尼斯影展金狮奖。其最后一部作品《牺牲》荣获一九八六年夏纳影展评审团特别奖，同年十二月，塔可夫斯基因肺癌病逝于巴黎，享年五十四岁。
